--- REGION --- Safety ---
Countries;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
EU_EASTERN;30.69;30.7;30.75;30.76;30.83;30.81;30.83;30.84;30.81;30.82;30.86;30.9;30.94;30.99;31.05;31.07;31.09;31.1
EU_NORTHERN;31.32;31.3;31.34;31.4;31.41;31.37;31.37;31.35;31.36;31.38;31.39;31.42;31.43;31.45;31.46;31.47;31.5;31.52
EU_SOUTHERN;31.33;31.33;31.35;31.34;31.35;31.32;31.3;31.27;31.24;31.21;31.2;31.22;31.26;31.29;31.31;31.32;31.34;31.35
EU_WESTERN;32.15;32.14;32.13;32.1;32.09;32.06;32.05;32.06;32.07;32.07;32.07;32.07;32.08;32.1;32.1;32.11;32.09;32.1
