--- REGION --- Leisure ---
Countries;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
EU_EASTERN;24.52;24.52;24.52;24.52;24.52;24.52;24.52;24.52;24.52;24.52;24.52;24.53;24.53;24.53;24.53;24.53;24.53;24.53
EU_NORTHERN;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.06;25.06;25.06;25.06;25.06;25.06;25.06
EU_SOUTHERN;24.6;24.6;24.6;24.6;24.6;24.6;24.6;24.6;24.6;24.6;24.6;24.61;24.61;24.61;24.61;24.61;24.61;24.61
EU_WESTERN;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.04;25.06;25.06;25.06;25.06;25.06;25.06;25.06
