Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Valcea, Anul 1995, Numar, 179
Valcea, Anul 1996, Numar, 127
Valcea, Anul 1997, Numar, 127
Valcea, Anul 1998, Numar, 118
Valcea, Anul 1999, Numar, 118
Valcea, Anul 2000, Numar, 170
Valcea, Anul 2001, Numar, 102
Valcea, Anul 2002, Numar, 111
Valcea, Anul 2003, Numar, 112
Valcea, Anul 2004, Numar, 111
Valcea, Anul 2005, Numar, 52
Valcea, Anul 2006, Numar, 61
Valcea, Anul 2007, Numar, 64
Valcea, Anul 2008, Numar, 155
Valcea, Anul 2009, Numar, 155
Valcea, Anul 2010, Numar, 148
Valcea, Anul 2011, Numar, 147
Valcea, Anul 2012, Numar, 154
Valcea, Anul 2013, Numar, 156
Valcea, Anul 2014, Numar, 133
Valcea, Anul 2015, Numar, 155
Valcea, Anul 2016, Numar, 145
Valcea, Anul 2017, Numar, 140
Regiunea VEST, Anul 1992, Numar, 1155
Regiunea VEST, Anul 1993, Numar, 830
Regiunea VEST, Anul 1994, Numar, 990
Regiunea VEST, Anul 1995, Numar, 916
Regiunea VEST, Anul 1996, Numar, 853
Regiunea VEST, Anul 1997, Numar, 856
Regiunea VEST, Anul 1998, Numar, 756
Regiunea VEST, Anul 1999, Numar, 797
Regiunea VEST, Anul 2000, Numar, 988
Regiunea VEST, Anul 2001, Numar, 590
Regiunea VEST, Anul 2002, Numar, 539
Regiunea VEST, Anul 2003, Numar, 548
Regiunea VEST, Anul 2004, Numar, 564
Regiunea VEST, Anul 2005, Numar, 348
Regiunea VEST, Anul 2006, Numar, 392
Regiunea VEST, Anul 2007, Numar, 402
Regiunea VEST, Anul 2008, Numar, 733
Regiunea VEST, Anul 2009, Numar, 788
Regiunea VEST, Anul 2010, Numar, 715
Regiunea VEST, Anul 2011, Numar, 838
Regiunea VEST, Anul 2012, Numar, 849
Regiunea VEST, Anul 2013, Numar, 853
Regiunea VEST, Anul 2014, Numar, 793
Regiunea VEST, Anul 2015, Numar, 899
Regiunea VEST, Anul 2016, Numar, 844
Regiunea VEST, Anul 2017, Numar, 837
Arad, Anul 1992, Numar, 169
Arad, Anul 1993, Numar, 261
Arad, Anul 1994, Numar, 232
Arad, Anul 1995, Numar, 230
Arad, Anul 1996, Numar, 169
Arad, Anul 1997, Numar, 171
Arad, Anul 1998, Numar, 156
Arad, Anul 1999, Numar, 157
Arad, Anul 2000, Numar, 229
Arad, Anul 2001, Numar, 92
Arad, Anul 2002, Numar, 130
Arad, Anul 2003, Numar, 133
Arad, Anul 2004, Numar, 150
Arad, Anul 2005, Numar, 79
Arad, Anul 2006, Numar, 84
Arad, Anul 2007, Numar, 86
Arad, Anul 2008, Numar, 182
Arad, Anul 2009, Numar, 193
Arad, Anul 2010, Numar, 178
Arad, Anul 2011, Numar, 182
Arad, Anul 2012, Numar, 190
Arad, Anul 2013, Numar, 192
Arad, Anul 2014, Numar, 186
Arad, Anul 2015, Numar, 200
Arad, Anul 2016, Numar, 192
Arad, Anul 2017, Numar, 195
Caras-Severin, Anul 1992, Numar, 118
Caras-Severin, Anul 1993, Numar, 172
Caras-Severin, Anul 1994, Numar, 164
Caras-Severin, Anul 1995, Numar, 131
Caras-Severin, Anul 1996, Numar, 139
Caras-Severin, Anul 1997, Numar, 139
Caras-Severin, Anul 1998, Numar, 135
Caras-Severin, Anul 1999, Numar, 142
Caras-Severin, Anul 2000, Numar, 147
Caras-Severin, Anul 2001, Numar, 92
Caras-Severin, Anul 2002, Numar, 63
Caras-Severin, Anul 2003, Numar, 67
Caras-Severin, Anul 2004, Numar, 86
Caras-Severin, Anul 2005, Numar, 42
Caras-Severin, Anul 2006, Numar, 46
Caras-Severin, Anul 2007, Numar, 54
Caras-Severin, Anul 2008, Numar, 112
Caras-Severin, Anul 2009, Numar, 121
Caras-Severin, Anul 2010, Numar, 108
Caras-Severin, Anul 2011, Numar, 115
Caras-Severin, Anul 2012, Numar, 120
Caras-Severin, Anul 2013, Numar, 115
Caras-Severin, Anul 2014, Numar, 100
Caras-Severin, Anul 2015, Numar, 121
Caras-Severin, Anul 2016, Numar, 121
Caras-Severin, Anul 2017, Numar, 119
Hunedoara, Anul 1992, Numar, 267
Hunedoara, Anul 1993, Numar, 169
Hunedoara, Anul 1994, Numar, 232
Hunedoara, Anul 1995, Numar, 215
Hunedoara, Anul 1996, Numar, 183
Hunedoara, Anul 1997, Numar, 183
Hunedoara, Anul 1998, Numar, 163
Hunedoara, Anul 1999, Numar, 222
Hunedoara, Anul 2000, Numar, 223
Hunedoara, Anul 2001, Numar, 123
Hunedoara, Anul 2002, Numar, 97
Hunedoara, Anul 2003, Numar, 102
Hunedoara, Anul 2004, Numar, 111
Hunedoara, Anul 2005, Numar, 89
Hunedoara, Anul 2006, Numar, 108
Hunedoara, Anul 2007, Numar, 107
Hunedoara, Anul 2008, Numar, 162
Hunedoara, Anul 2009, Numar, 179
Hunedoara, Anul 2010, Numar, 180
Hunedoara, Anul 2011, Numar, 185
Hunedoara, Anul 2012, Numar, 178
Hunedoara, Anul 2013, Numar, 173
Hunedoara, Anul 2014, Numar, 157
Hunedoara, Anul 2015, Numar, 185
Hunedoara, Anul 2016, Numar, 159
Hunedoara, Anul 2017, Numar, 167
Timis, Anul 1992, Numar, 601
Timis, Anul 1993, Numar, 228
Timis, Anul 1994, Numar, 362
Timis, Anul 1995, Numar, 340
Timis, Anul 1996, Numar, 362
Timis, Anul 1997, Numar, 363
Timis, Anul 1998, Numar, 302
Timis, Anul 1999, Numar, 276
Timis, Anul 2000, Numar, 389
Timis, Anul 2001, Numar, 283
Timis, Anul 2002, Numar, 249
Timis, Anul 2003, Numar, 246
Timis, Anul 2004, Numar, 217
Timis, Anul 2005, Numar, 138
Timis, Anul 2006, Numar, 154
Timis, Anul 2007, Numar, 155
Timis, Anul 2008, Numar, 277
Timis, Anul 2009, Numar, 295
Timis, Anul 2010, Numar, 249
Timis, Anul 2011, Numar, 356
Timis, Anul 2012, Numar, 361
Timis, Anul 2013, Numar, 373
Timis, Anul 2014, Numar, 350
Timis, Anul 2015, Numar, 393
Timis, Anul 2016, Numar, 372
Timis, Anul 2017, Numar, 356
