Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Regiunea SUD-EST, Anul 2012, Numar, 875
Regiunea SUD-EST, Anul 2013, Numar, 856
Regiunea SUD-EST, Anul 2014, Numar, 795
Regiunea SUD-EST, Anul 2015, Numar, 920
Regiunea SUD-EST, Anul 2016, Numar, 870
Regiunea SUD-EST, Anul 2017, Numar, 879
Braila, Anul 1992, Numar, 201
Braila, Anul 1993, Numar, 190
Braila, Anul 1994, Numar, 149
Braila, Anul 1995, Numar, 131
Braila, Anul 1996, Numar, 110
Braila, Anul 1997, Numar, 113
Braila, Anul 1998, Numar, 89
Braila, Anul 1999, Numar, 91
Braila, Anul 2000, Numar, 124
Braila, Anul 2001, Numar, 82
Braila, Anul 2002, Numar, 73
Braila, Anul 2003, Numar, 74
Braila, Anul 2004, Numar, 99
Braila, Anul 2005, Numar, 50
Braila, Anul 2006, Numar, 50
Braila, Anul 2007, Numar, 59
Braila, Anul 2008, Numar, 109
Braila, Anul 2009, Numar, 114
Braila, Anul 2010, Numar, 65
Braila, Anul 2011, Numar, 77
Braila, Anul 2012, Numar, 108
Braila, Anul 2013, Numar, 105
Braila, Anul 2014, Numar, 101
Braila, Anul 2015, Numar, 111
Braila, Anul 2016, Numar, 99
Braila, Anul 2017, Numar, 97
Buzau, Anul 1992, Numar, 236
Buzau, Anul 1993, Numar, 213
Buzau, Anul 1994, Numar, 219
Buzau, Anul 1995, Numar, 213
Buzau, Anul 1996, Numar, 170
Buzau, Anul 1997, Numar, 170
Buzau, Anul 1998, Numar, 138
Buzau, Anul 1999, Numar, 129
Buzau, Anul 2000, Numar, 193
Buzau, Anul 2001, Numar, 117
Buzau, Anul 2002, Numar, 107
Buzau, Anul 2003, Numar, 99
Buzau, Anul 2004, Numar, 154
Buzau, Anul 2005, Numar, 71
Buzau, Anul 2006, Numar, 77
Buzau, Anul 2007, Numar, 76
Buzau, Anul 2008, Numar, 154
Buzau, Anul 2009, Numar, 166
Buzau, Anul 2010, Numar, 162
Buzau, Anul 2011, Numar, 157
Buzau, Anul 2012, Numar, 163
Buzau, Anul 2013, Numar, 162
Buzau, Anul 2014, Numar, 149
Buzau, Anul 2015, Numar, 170
Buzau, Anul 2016, Numar, 162
Buzau, Anul 2017, Numar, 158
Constanta, Anul 1992, Numar, 82
Constanta, Anul 1993, Numar, 329
Constanta, Anul 1994, Numar, 246
Constanta, Anul 1995, Numar, 212
Constanta, Anul 1996, Numar, 183
Constanta, Anul 1997, Numar, 187
Constanta, Anul 1998, Numar, 179
Constanta, Anul 1999, Numar, 190
Constanta, Anul 2000, Numar, 258
Constanta, Anul 2001, Numar, 180
Constanta, Anul 2002, Numar, 224
Constanta, Anul 2003, Numar, 165
Constanta, Anul 2004, Numar, 209
Constanta, Anul 2005, Numar, 158
Constanta, Anul 2006, Numar, 169
Constanta, Anul 2007, Numar, 178
Constanta, Anul 2008, Numar, 202
Constanta, Anul 2009, Numar, 234
Constanta, Anul 2010, Numar, 291
Constanta, Anul 2011, Numar, 301
Constanta, Anul 2012, Numar, 320
Constanta, Anul 2013, Numar, 306
Constanta, Anul 2014, Numar, 297
Constanta, Anul 2015, Numar, 343
Constanta, Anul 2016, Numar, 317
Constanta, Anul 2017, Numar, 316
Galati, Anul 1992, Numar, 308
Galati, Anul 1993, Numar, 179
Galati, Anul 1994, Numar, 206
Galati, Anul 1995, Numar, 199
Galati, Anul 1996, Numar, 145
Galati, Anul 1997, Numar, 145
Galati, Anul 1998, Numar, 127
Galati, Anul 1999, Numar, 140
Galati, Anul 2000, Numar, 183
Galati, Anul 2001, Numar, 121
Galati, Anul 2002, Numar, 104
Galati, Anul 2003, Numar, 108
Galati, Anul 2004, Numar, 131
Galati, Anul 2005, Numar, 88
Galati, Anul 2006, Numar, 93
Galati, Anul 2007, Numar, 96
Galati, Anul 2008, Numar, 134
Galati, Anul 2009, Numar, 135
Galati, Anul 2010, Numar, 130
Galati, Anul 2011, Numar, 140
Galati, Anul 2012, Numar, 145
Galati, Anul 2013, Numar, 138
Galati, Anul 2014, Numar, 125
Galati, Anul 2015, Numar, 155
Galati, Anul 2016, Numar, 146
Galati, Anul 2017, Numar, 143
Tulcea, Anul 1992, Numar, 185
Tulcea, Anul 1993, Numar, 102
Tulcea, Anul 1994, Numar, 111
Tulcea, Anul 1995, Numar, 105
Tulcea, Anul 1996, Numar, 134
Tulcea, Anul 1997, Numar, 134
Tulcea, Anul 1998, Numar, 108
Tulcea, Anul 1999, Numar, 108
Tulcea, Anul 2000, Numar, 85
Tulcea, Anul 2001, Numar, 38
Tulcea, Anul 2002, Numar, 33
Tulcea, Anul 2003, Numar, 35
Tulcea, Anul 2004, Numar, 48
Tulcea, Anul 2005, Numar, 24
Tulcea, Anul 2006, Numar, 24
Tulcea, Anul 2007, Numar, 26
Tulcea, Anul 2008, Numar, 71
Tulcea, Anul 2009, Numar, 72
Tulcea, Anul 2010, Numar, 40
Tulcea, Anul 2011, Numar, 47
Tulcea, Anul 2012, Numar, 45
Tulcea, Anul 2013, Numar, 49
Tulcea, Anul 2014, Numar, 46
Tulcea, Anul 2015, Numar, 62
Tulcea, Anul 2016, Numar, 69
Tulcea, Anul 2017, Numar, 70
Vrancea, Anul 1992, Numar, 280
Vrancea, Anul 1993, Numar, 135
Vrancea, Anul 1994, Numar, 103
Vrancea, Anul 1995, Numar, 98
Vrancea, Anul 1996, Numar, 93
Vrancea, Anul 1997, Numar, 94
Vrancea, Anul 1998, Numar, 95
Vrancea, Anul 1999, Numar, 84
Vrancea, Anul 2000, Numar, 115
Vrancea, Anul 2001, Numar, 57
Vrancea, Anul 2002, Numar, 46
Vrancea, Anul 2003, Numar, 51
Vrancea, Anul 2004, Numar, 59
Vrancea, Anul 2005, Numar, 32
Vrancea, Anul 2006, Numar, 41
Vrancea, Anul 2007, Numar, 43
Vrancea, Anul 2008, Numar, 85
Vrancea, Anul 2009, Numar, 90
Vrancea, Anul 2010, Numar, 98
Vrancea, Anul 2011, Numar, 106
Vrancea, Anul 2012, Numar, 94
Vrancea, Anul 2013, Numar, 96
Vrancea, Anul 2014, Numar, 77
Vrancea, Anul 2015, Numar, 79
Vrancea, Anul 2016, Numar, 77
Vrancea, Anul 2017, Numar, 95
MACROREGIUNEA TREI, Anul 1992, Numar, 1157
MACROREGIUNEA TREI, Anul 1993, Numar, 2319
MACROREGIUNEA TREI, Anul 1994, Numar, 2339
MACROREGIUNEA TREI, Anul 1995, Numar, 2184
MACROREGIUNEA TREI, Anul 1996, Numar, 1898
MACROREGIUNEA TREI, Anul 1997, Numar, 1911
MACROREGIUNEA TREI, Anul 1998, Numar, 1824
MACROREGIUNEA TREI, Anul 1999, Numar, 1761
MACROREGIUNEA TREI, Anul 2000, Numar, 2164
MACROREGIUNEA TREI, Anul 2001, Numar, 1453
MACROREGIUNEA TREI, Anul 2002, Numar, 1321
MACROREGIUNEA TREI, Anul 2003, Numar, 1250
MACROREGIUNEA TREI, Anul 2004, Numar, 1670
MACROREGIUNEA TREI, Anul 2005, Numar, 998
MACROREGIUNEA TREI, Anul 2006, Numar, 1089
MACROREGIUNEA TREI, Anul 2007, Numar, 1143
MACROREGIUNEA TREI, Anul 2008, Numar, 1855
MACROREGIUNEA TREI, Anul 2009, Numar, 2016
MACROREGIUNEA TREI, Anul 2010, Numar, 2177
MACROREGIUNEA TREI, Anul 2011, Numar, 2125
MACROREGIUNEA TREI, Anul 2012, Numar, 2253
MACROREGIUNEA TREI, Anul 2013, Numar, 2195
MACROREGIUNEA TREI, Anul 2014, Numar, 2084
MACROREGIUNEA TREI, Anul 2015, Numar, 2343
MACROREGIUNEA TREI, Anul 2016, Numar, 2192
MACROREGIUNEA TREI, Anul 2017, Numar, 2243
Regiunea SUD-MUNTENIA, Anul 1992, Numar, 1072
Regiunea SUD-MUNTENIA, Anul 1993, Numar, 1297
Regiunea SUD-MUNTENIA, Anul 1994, Numar, 1309
Regiunea SUD-MUNTENIA, Anul 1995, Numar, 1199
Regiunea SUD-MUNTENIA, Anul 1996, Numar, 1041
Regiunea SUD-MUNTENIA, Anul 1997, Numar, 1045
Regiunea SUD-MUNTENIA, Anul 1998, Numar, 937
Regiunea SUD-MUNTENIA, Anul 1999, Numar, 922
Regiunea SUD-MUNTENIA, Anul 2000, Numar, 1160
Regiunea SUD-MUNTENIA, Anul 2001, Numar, 721
Regiunea SUD-MUNTENIA, Anul 2002, Numar, 682
Regiunea SUD-MUNTENIA, Anul 2003, Numar, 685
Regiunea SUD-MUNTENIA, Anul 2004, Numar, 886
Regiunea SUD-MUNTENIA, Anul 2005, Numar, 370
Regiunea SUD-MUNTENIA, Anul 2006, Numar, 392
Regiunea SUD-MUNTENIA, Anul 2007, Numar, 423
Regiunea SUD-MUNTENIA, Anul 2008, Numar, 988
Regiunea SUD-MUNTENIA, Anul 2009, Numar, 1042
Regiunea SUD-MUNTENIA, Anul 2010, Numar, 955
Regiunea SUD-MUNTENIA, Anul 2011, Numar, 1091
Regiunea SUD-MUNTENIA, Anul 2012, Numar, 1116
Regiunea SUD-MUNTENIA, Anul 2013, Numar, 1083
Regiunea SUD-MUNTENIA, Anul 2014, Numar, 1046
Regiunea SUD-MUNTENIA, Anul 2015, Numar, 1144
Regiunea SUD-MUNTENIA, Anul 2016, Numar, 1101
Regiunea SUD-MUNTENIA, Anul 2017, Numar, 1121
Arges, Anul 1992, Numar, 125
Arges, Anul 1993, Numar, 208
Arges, Anul 1994, Numar, 215
Arges, Anul 1995, Numar, 205
Arges, Anul 1996, Numar, 147
Arges, Anul 1997, Numar, 149
Arges, Anul 1998, Numar, 156
Arges, Anul 1999, Numar, 168
Arges, Anul 2000, Numar, 206
Arges, Anul 2001, Numar, 105
Arges, Anul 2002, Numar, 121
Arges, Anul 2003, Numar, 122
Arges, Anul 2004, Numar, 160
Arges, Anul 2005, Numar, 82
Arges, Anul 2006, Numar, 93
Arges, Anul 2007, Numar, 104
Arges, Anul 2008, Numar, 207
Arges, Anul 2009, Numar, 213
Arges, Anul 2010, Numar, 204
Arges, Anul 2011, Numar, 210
Arges, Anul 2012, Numar, 215
Arges, Anul 2013, Numar, 216
Arges, Anul 2014, Numar, 199
Arges, Anul 2015, Numar, 227
Arges, Anul 2016, Numar, 206
Arges, Anul 2017, Numar, 204
Calarasi, Anul 1992, Numar, 196
Calarasi, Anul 1993, Numar, 110
Calarasi, Anul 1994, Numar, 129
Calarasi, Anul 1995, Numar, 112
Calarasi, Anul 1996, Numar, 101
Calarasi, Anul 1997, Numar, 101
Calarasi, Anul 1998, Numar, 83
Calarasi, Anul 1999, Numar, 96
Calarasi, Anul 2000, Numar, 92
Calarasi, Anul 2001, Numar, 56
Calarasi, Anul 2002, Numar, 33
Calarasi, Anul 2003, Numar, 37
Calarasi, Anul 2004, Numar, 84
Calarasi, Anul 2005, Numar, 26
Calarasi, Anul 2006, Numar, 29
Calarasi, Anul 2007, Numar, 31
Calarasi, Anul 2008, Numar, 88
Calarasi, Anul 2009, Numar, 95
Calarasi, Anul 2010, Numar, 78
Calarasi, Anul 2011, Numar, 87
Calarasi, Anul 2012, Numar, 87
Calarasi, Anul 2013, Numar, 82
Calarasi, Anul 2014, Numar, 77
Calarasi, Anul 2015, Numar, 91
Calarasi, Anul 2016, Numar, 102
Calarasi, Anul 2017, Numar, 95
Dambovita, Anul 1992, Numar, 178
Dambovita, Anul 1993, Numar, 176
Dambovita, Anul 1994, Numar, 199
Dambovita, Anul 1995, Numar, 181
Dambovita, Anul 1996, Numar, 147
Dambovita, Anul 1997, Numar, 147
Dambovita, Anul 1998, Numar, 139
Dambovita, Anul 1999, Numar, 105
Dambovita, Anul 2000, Numar, 176
Dambovita, Anul 2001, Numar, 127
Dambovita, Anul 2002, Numar, 112
Dambovita, Anul 2003, Numar, 113
Dambovita, Anul 2004, Numar, 141
Dambovita, Anul 2005, Numar, 53
Dambovita, Anul 2006, Numar, 54
Dambovita, Anul 2007, Numar, 58
Dambovita, Anul 2008, Numar, 164
Dambovita, Anul 2009, Numar, 171
Dambovita, Anul 2010, Numar, 162
Dambovita, Anul 2011, Numar, 182
Dambovita, Anul 2012, Numar, 176
Dambovita, Anul 2013, Numar, 169
Dambovita, Anul 2014, Numar, 175
Dambovita, Anul 2015, Numar, 187
Dambovita, Anul 2016, Numar, 193
Dambovita, Anul 2017, Numar, 192
Giurgiu, Anul 1992, Numar, 213
Giurgiu, Anul 1993, Numar, 112
Giurgiu, Anul 1994, Numar, 111
Giurgiu, Anul 1995, Numar, 101
Giurgiu, Anul 1996, Numar, 87
Giurgiu, Anul 1997, Numar, 87
Giurgiu, Anul 1998, Numar, 77
Giurgiu, Anul 1999, Numar, 68
Giurgiu, Anul 2000, Numar, 102
Giurgiu, Anul 2001, Numar, 46
Giurgiu, Anul 2002, Numar, 58
Giurgiu, Anul 2003, Numar, 58
Giurgiu, Anul 2004, Numar, 59
Giurgiu, Anul 2005, Numar, 18
Giurgiu, Anul 2006, Numar, 19
Giurgiu, Anul 2007, Numar, 23
Giurgiu, Anul 2008, Numar, 89
Giurgiu, Anul 2009, Numar, 96
Giurgiu, Anul 2010, Numar, 88
Giurgiu, Anul 2011, Numar, 98
Giurgiu, Anul 2012, Numar, 99
Giurgiu, Anul 2013, Numar, 95
Giurgiu, Anul 2014, Numar, 89
Giurgiu, Anul 2015, Numar, 96
Giurgiu, Anul 2016, Numar, 96
Giurgiu, Anul 2017, Numar, 102
Ialomita, Anul 1992, Numar, 178
Ialomita, Anul 1993, Numar, 112
Ialomita, Anul 1994, Numar, 99
Ialomita, Anul 1995, Numar, 98
Ialomita, Anul 1996, Numar, 123
Ialomita, Anul 1997, Numar, 123
Ialomita, Anul 1998, Numar, 87
Ialomita, Anul 1999, Numar, 101
Ialomita, Anul 2000, Numar, 128
Ialomita, Anul 2001, Numar, 69
Ialomita, Anul 2002, Numar, 65
Ialomita, Anul 2003, Numar, 64
Ialomita, Anul 2004, Numar, 73
Ialomita, Anul 2005, Numar, 15
Ialomita, Anul 2006, Numar, 15
Ialomita, Anul 2007, Numar, 17
Ialomita, Anul 2008, Numar, 98
Ialomita, Anul 2009, Numar, 101
Ialomita, Anul 2010, Numar, 97
Ialomita, Anul 2011, Numar, 100
Ialomita, Anul 2012, Numar, 104
Ialomita, Anul 2013, Numar, 96
Ialomita, Anul 2014, Numar, 105
Ialomita, Anul 2015, Numar, 106
Ialomita, Anul 2016, Numar, 101
Ialomita, Anul 2017, Numar, 96
Prahova, Anul 1992, Numar, 44
Prahova, Anul 1993, Numar, 446
Prahova, Anul 1994, Numar, 397
Prahova, Anul 1995, Numar, 357
Prahova, Anul 1996, Numar, 297
Prahova, Anul 1997, Numar, 299
Prahova, Anul 1998, Numar, 260
Prahova, Anul 1999, Numar, 248
Prahova, Anul 2000, Numar, 320
Prahova, Anul 2001, Numar, 216
Prahova, Anul 2002, Numar, 189
Prahova, Anul 2003, Numar, 186
Prahova, Anul 2004, Numar, 218
Prahova, Anul 2005, Numar, 139
Prahova, Anul 2006, Numar, 147
Prahova, Anul 2007, Numar, 151
Prahova, Anul 2008, Numar, 286
Prahova, Anul 2009, Numar, 303
Prahova, Anul 2010, Numar, 202
Prahova, Anul 2011, Numar, 290
Prahova, Anul 2012, Numar, 301
Prahova, Anul 2013, Numar, 293
Prahova, Anul 2014, Numar, 294
Prahova, Anul 2015, Numar, 305
Prahova, Anul 2016, Numar, 286
Prahova, Anul 2017, Numar, 299
Teleorman, Anul 1992, Numar, 138
Teleorman, Anul 1993, Numar, 133
Teleorman, Anul 1994, Numar, 159
Teleorman, Anul 1995, Numar, 145
Teleorman, Anul 1996, Numar, 139
Teleorman, Anul 1997, Numar, 139
Teleorman, Anul 1998, Numar, 135
Teleorman, Anul 1999, Numar, 136
Teleorman, Anul 2000, Numar, 136
Teleorman, Anul 2001, Numar, 102
Teleorman, Anul 2002, Numar, 104
Teleorman, Anul 2003, Numar, 105
Teleorman, Anul 2004, Numar, 151
Teleorman, Anul 2005, Numar, 37
Teleorman, Anul 2006, Numar, 35
Teleorman, Anul 2007, Numar, 39
Teleorman, Anul 2008, Numar, 56
Teleorman, Anul 2009, Numar, 63
Teleorman, Anul 2010, Numar, 124
Teleorman, Anul 2011, Numar, 124
Teleorman, Anul 2012, Numar, 134
Teleorman, Anul 2013, Numar, 132
Teleorman, Anul 2014, Numar, 107
Teleorman, Anul 2015, Numar, 132
Teleorman, Anul 2016, Numar, 117
Teleorman, Anul 2017, Numar, 133
Regiunea BUCURESTI - ILFOV, Anul 1992, Numar, 85
Regiunea BUCURESTI - ILFOV, Anul 1993, Numar, 1022
Regiunea BUCURESTI - ILFOV, Anul 1994, Numar, 1030
Regiunea BUCURESTI - ILFOV, Anul 1995, Numar, 985
Regiunea BUCURESTI - ILFOV, Anul 1996, Numar, 857
Regiunea BUCURESTI - ILFOV, Anul 1997, Numar, 866
Regiunea BUCURESTI - ILFOV, Anul 1998, Numar, 887
Regiunea BUCURESTI - ILFOV, Anul 1999, Numar, 839
Regiunea BUCURESTI - ILFOV, Anul 2000, Numar, 1004
Regiunea BUCURESTI - ILFOV, Anul 2001, Numar, 732
Regiunea BUCURESTI - ILFOV, Anul 2002, Numar, 639
Regiunea BUCURESTI - ILFOV, Anul 2003, Numar, 565
Regiunea BUCURESTI - ILFOV, Anul 2004, Numar, 784
Regiunea BUCURESTI - ILFOV, Anul 2005, Numar, 628
Regiunea BUCURESTI - ILFOV, Anul 2006, Numar, 697
Regiunea BUCURESTI - ILFOV, Anul 2007, Numar, 720
Regiunea BUCURESTI - ILFOV, Anul 2008, Numar, 867
Regiunea BUCURESTI - ILFOV, Anul 2009, Numar, 974
Regiunea BUCURESTI - ILFOV, Anul 2010, Numar, 1222
Regiunea BUCURESTI - ILFOV, Anul 2011, Numar, 1034
Regiunea BUCURESTI - ILFOV, Anul 2012, Numar, 1137
Regiunea BUCURESTI - ILFOV, Anul 2013, Numar, 1112
Regiunea BUCURESTI - ILFOV, Anul 2014, Numar, 1038
Regiunea BUCURESTI - ILFOV, Anul 2015, Numar, 1199
Regiunea BUCURESTI - ILFOV, Anul 2016, Numar, 1091
Regiunea BUCURESTI - ILFOV, Anul 2017, Numar, 1122
Ilfov, Anul 1998, Numar, 2
Ilfov, Anul 1999, Numar, 38
Ilfov, Anul 2000, Numar, 45
Ilfov, Anul 2001, Numar, 52
Ilfov, Anul 2002, Numar, 60
Ilfov, Anul 2003, Numar, 59
Ilfov, Anul 2004, Numar, 64
Ilfov, Anul 2005, Numar, 50
Ilfov, Anul 2006, Numar, 59
Ilfov, Anul 2007, Numar, 61
Ilfov, Anul 2008, Numar, 88
Ilfov, Anul 2009, Numar, 100
Ilfov, Anul 2010, Numar, 126
Ilfov, Anul 2011, Numar, 138
Ilfov, Anul 2012, Numar, 152
Ilfov, Anul 2013, Numar, 149
Ilfov, Anul 2014, Numar, 127
Ilfov, Anul 2015, Numar, 150
Ilfov, Anul 2016, Numar, 163
Ilfov, Anul 2017, Numar, 170
Municipiul Bucuresti, Anul 1998, Numar, 885
Municipiul Bucuresti, Anul 1999, Numar, 801
Municipiul Bucuresti, Anul 2000, Numar, 959
Municipiul Bucuresti, Anul 2001, Numar, 680
Municipiul Bucuresti, Anul 2002, Numar, 579
Municipiul Bucuresti, Anul 2003, Numar, 506
Municipiul Bucuresti, Anul 2004, Numar, 720
Municipiul Bucuresti, Anul 2005, Numar, 578
Municipiul Bucuresti, Anul 2006, Numar, 638
Municipiul Bucuresti, Anul 2007, Numar, 659
Municipiul Bucuresti, Anul 2008, Numar, 779
Municipiul Bucuresti, Anul 2009, Numar, 874
Municipiul Bucuresti, Anul 2010, Numar, 1096
Municipiul Bucuresti, Anul 2011, Numar, 896
Municipiul Bucuresti, Anul 2012, Numar, 985
Municipiul Bucuresti, Anul 2013, Numar, 963
Municipiul Bucuresti, Anul 2014, Numar, 911
Municipiul Bucuresti, Anul 2015, Numar, 1049
Municipiul Bucuresti, Anul 2016, Numar, 928
Municipiul Bucuresti, Anul 2017, Numar, 952
Mun. Bucuresti -incl. SAI, Anul 1992, Numar, 85
Mun. Bucuresti -incl. SAI, Anul 1993, Numar, 1022
Mun. Bucuresti -incl. SAI, Anul 1994, Numar, 1030
Mun. Bucuresti -incl. SAI, Anul 1995, Numar, 985
Mun. Bucuresti -incl. SAI, Anul 1996, Numar, 857
Mun. Bucuresti -incl. SAI, Anul 1997, Numar, 866
MACROREGIUNEA PATRU, Anul 1992, Numar, 2078
MACROREGIUNEA PATRU, Anul 1993, Numar, 1621
MACROREGIUNEA PATRU, Anul 1994, Numar, 1777
MACROREGIUNEA PATRU, Anul 1995, Numar, 1692
MACROREGIUNEA PATRU, Anul 1996, Numar, 1400
MACROREGIUNEA PATRU, Anul 1997, Numar, 1403
MACROREGIUNEA PATRU, Anul 1998, Numar, 1226
MACROREGIUNEA PATRU, Anul 1999, Numar, 1310
MACROREGIUNEA PATRU, Anul 2000, Numar, 1831
MACROREGIUNEA PATRU, Anul 2001, Numar, 1122
MACROREGIUNEA PATRU, Anul 2002, Numar, 1035
MACROREGIUNEA PATRU, Anul 2003, Numar, 1041
MACROREGIUNEA PATRU, Anul 2004, Numar, 1239
MACROREGIUNEA PATRU, Anul 2005, Numar, 605
MACROREGIUNEA PATRU, Anul 2006, Numar, 678
MACROREGIUNEA PATRU, Anul 2007, Numar, 694
MACROREGIUNEA PATRU, Anul 2008, Numar, 1436
MACROREGIUNEA PATRU, Anul 2009, Numar, 1520
MACROREGIUNEA PATRU, Anul 2010, Numar, 1409
MACROREGIUNEA PATRU, Anul 2011, Numar, 1593
MACROREGIUNEA PATRU, Anul 2012, Numar, 1618
MACROREGIUNEA PATRU, Anul 2013, Numar, 1589
MACROREGIUNEA PATRU, Anul 2014, Numar, 1423
MACROREGIUNEA PATRU, Anul 2015, Numar, 1679
MACROREGIUNEA PATRU, Anul 2016, Numar, 1514
MACROREGIUNEA PATRU, Anul 2017, Numar, 1486
Regiunea SUD-VEST OLTENIA, Anul 1992, Numar, 923
Regiunea SUD-VEST OLTENIA, Anul 1993, Numar, 791
Regiunea SUD-VEST OLTENIA, Anul 1994, Numar, 787
Regiunea SUD-VEST OLTENIA, Anul 1995, Numar, 776
Regiunea SUD-VEST OLTENIA, Anul 1996, Numar, 547
Regiunea SUD-VEST OLTENIA, Anul 1997, Numar, 547
Regiunea SUD-VEST OLTENIA, Anul 1998, Numar, 470
Regiunea SUD-VEST OLTENIA, Anul 1999, Numar, 513
Regiunea SUD-VEST OLTENIA, Anul 2000, Numar, 843
Regiunea SUD-VEST OLTENIA, Anul 2001, Numar, 532
Regiunea SUD-VEST OLTENIA, Anul 2002, Numar, 496
Regiunea SUD-VEST OLTENIA, Anul 2003, Numar, 493
Regiunea SUD-VEST OLTENIA, Anul 2004, Numar, 675
Regiunea SUD-VEST OLTENIA, Anul 2005, Numar, 257
Regiunea SUD-VEST OLTENIA, Anul 2006, Numar, 286
Regiunea SUD-VEST OLTENIA, Anul 2007, Numar, 292
Regiunea SUD-VEST OLTENIA, Anul 2008, Numar, 703
Regiunea SUD-VEST OLTENIA, Anul 2009, Numar, 732
Regiunea SUD-VEST OLTENIA, Anul 2010, Numar, 694
Regiunea SUD-VEST OLTENIA, Anul 2011, Numar, 755
Regiunea SUD-VEST OLTENIA, Anul 2012, Numar, 769
Regiunea SUD-VEST OLTENIA, Anul 2013, Numar, 736
Regiunea SUD-VEST OLTENIA, Anul 2014, Numar, 630
Regiunea SUD-VEST OLTENIA, Anul 2015, Numar, 780
Regiunea SUD-VEST OLTENIA, Anul 2016, Numar, 670
Regiunea SUD-VEST OLTENIA, Anul 2017, Numar, 649
Dolj, Anul 1992, Numar, 207
Dolj, Anul 1993, Numar, 139
Dolj, Anul 1994, Numar, 255
Dolj, Anul 1995, Numar, 240
Dolj, Anul 1996, Numar, 160
Dolj, Anul 1997, Numar, 160
Dolj, Anul 1998, Numar, 139
Dolj, Anul 1999, Numar, 143
Dolj, Anul 2000, Numar, 279
Dolj, Anul 2001, Numar, 180
Dolj, Anul 2002, Numar, 155
Dolj, Anul 2003, Numar, 161
Dolj, Anul 2004, Numar, 277
Dolj, Anul 2005, Numar, 74
Dolj, Anul 2006, Numar, 88
Dolj, Anul 2007, Numar, 104
Dolj, Anul 2008, Numar, 244
Dolj, Anul 2009, Numar, 254
Dolj, Anul 2010, Numar, 238
Dolj, Anul 2011, Numar, 263
Dolj, Anul 2012, Numar, 262
Dolj, Anul 2013, Numar, 248
Dolj, Anul 2014, Numar, 215
Dolj, Anul 2015, Numar, 243
Dolj, Anul 2016, Numar, 214
Dolj, Anul 2017, Numar, 210
Gorj, Anul 1992, Numar, 156
Gorj, Anul 1993, Numar, 136
Gorj, Anul 1994, Numar, 100
Gorj, Anul 1995, Numar, 93
Gorj, Anul 1996, Numar, 83
Gorj, Anul 1997, Numar, 83
Gorj, Anul 1998, Numar, 65
Gorj, Anul 1999, Numar, 92
Gorj, Anul 2000, Numar, 124
Gorj, Anul 2001, Numar, 92
Gorj, Anul 2002, Numar, 77
Gorj, Anul 2003, Numar, 62
Gorj, Anul 2004, Numar, 101
Gorj, Anul 2005, Numar, 44
Gorj, Anul 2006, Numar, 52
Gorj, Anul 2007, Numar, 41
Gorj, Anul 2008, Numar, 96
Gorj, Anul 2009, Numar, 99
Gorj, Anul 2010, Numar, 92
Gorj, Anul 2011, Numar, 111
Gorj, Anul 2012, Numar, 110
Gorj, Anul 2013, Numar, 104
Gorj, Anul 2014, Numar, 84
Gorj, Anul 2015, Numar, 101
Gorj, Anul 2016, Numar, 89
Gorj, Anul 2017, Numar, 87
Mehedinti, Anul 1992, Numar, 61
Mehedinti, Anul 1993, Numar, 156
Mehedinti, Anul 1994, Numar, 119
Mehedinti, Anul 1995, Numar, 103
Mehedinti, Anul 1996, Numar, 71
Mehedinti, Anul 1997, Numar, 71
Mehedinti, Anul 1998, Numar, 64
Mehedinti, Anul 1999, Numar, 76
Mehedinti, Anul 2000, Numar, 104
Mehedinti, Anul 2001, Numar, 44
Mehedinti, Anul 2002, Numar, 48
Mehedinti, Anul 2003, Numar, 50
Mehedinti, Anul 2004, Numar, 58
Mehedinti, Anul 2005, Numar, 33
Mehedinti, Anul 2006, Numar, 33
Mehedinti, Anul 2007, Numar, 30
Mehedinti, Anul 2008, Numar, 96
Mehedinti, Anul 2009, Numar, 103
Mehedinti, Anul 2010, Numar, 75
Mehedinti, Anul 2011, Numar, 89
Mehedinti, Anul 2012, Numar, 92
Mehedinti, Anul 2013, Numar, 85
Mehedinti, Anul 2014, Numar, 73
Mehedinti, Anul 2015, Numar, 83
Mehedinti, Anul 2016, Numar, 70
Mehedinti, Anul 2017, Numar, 68
Olt, Anul 1992, Numar, 140
Olt, Anul 1993, Numar, 153
Olt, Anul 1994, Numar, 166
Olt, Anul 1995, Numar, 161
Olt, Anul 1996, Numar, 106
Olt, Anul 1997, Numar, 106
Olt, Anul 1998, Numar, 84
Olt, Anul 1999, Numar, 84
Olt, Anul 2000, Numar, 166
Olt, Anul 2001, Numar, 114
Olt, Anul 2002, Numar, 105
Olt, Anul 2003, Numar, 108
Olt, Anul 2004, Numar, 128
Olt, Anul 2005, Numar, 54
Olt, Anul 2006, Numar, 52
Olt, Anul 2007, Numar, 53
Olt, Anul 2008, Numar, 112
Olt, Anul 2009, Numar, 121
Olt, Anul 2010, Numar, 141
Olt, Anul 2011, Numar, 145
Olt, Anul 2012, Numar, 151
Olt, Anul 2013, Numar, 143
Olt, Anul 2014, Numar, 125
Olt, Anul 2015, Numar, 198
Olt, Anul 2016, Numar, 152
Olt, Anul 2017, Numar, 144
Valcea, Anul 1992, Numar, 359
Valcea, Anul 1993, Numar, 207
Valcea, Anul 1994, Numar, 147
