Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Vaslui, Anul 1999, Numar, 5
Vaslui, Anul 2000, Numar, 2
Vaslui, Anul 2001, Numar, 7
Vaslui, Anul 2002, Numar, 6
Vaslui, Anul 2003, Numar, 8
Vaslui, Anul 2004, Numar, 8
Vaslui, Anul 2005, Numar, 9
Vaslui, Anul 2006, Numar, 10
Vaslui, Anul 2007, Numar, 10
Vaslui, Anul 2008, Numar, 10
Vaslui, Anul 2009, Numar, 10
Vaslui, Anul 2010, Numar, 9
Vaslui, Anul 2011, Numar, 9
Vaslui, Anul 2012, Numar, 9
Vaslui, Anul 2013, Numar, 10
Vaslui, Anul 2014, Numar, 10
Vaslui, Anul 2015, Numar, 10
Vaslui, Anul 2016, Numar, 10
Vaslui, Anul 2017, Numar, 10
Regiunea SUD-EST, Anul 1990, Numar, 55
Regiunea SUD-EST, Anul 1991, Numar, 54
Regiunea SUD-EST, Anul 1992, Numar, 47
Regiunea SUD-EST, Anul 1993, Numar, 46
Regiunea SUD-EST, Anul 1994, Numar, 48
Regiunea SUD-EST, Anul 1995, Numar, 48
Regiunea SUD-EST, Anul 1996, Numar, 55
Regiunea SUD-EST, Anul 1997, Numar, 60
Regiunea SUD-EST, Anul 1998, Numar, 57
Regiunea SUD-EST, Anul 1999, Numar, 61
Regiunea SUD-EST, Anul 2000, Numar, 62
Regiunea SUD-EST, Anul 2001, Numar, 61
Regiunea SUD-EST, Anul 2002, Numar, 61
Regiunea SUD-EST, Anul 2003, Numar, 60
Regiunea SUD-EST, Anul 2004, Numar, 61
Regiunea SUD-EST, Anul 2005, Numar, 70
Regiunea SUD-EST, Anul 2006, Numar, 70
Regiunea SUD-EST, Anul 2007, Numar, 72
Regiunea SUD-EST, Anul 2008, Numar, 75
Regiunea SUD-EST, Anul 2009, Numar, 76
Regiunea SUD-EST, Anul 2010, Numar, 74
Regiunea SUD-EST, Anul 2011, Numar, 75
Regiunea SUD-EST, Anul 2012, Numar, 74
Regiunea SUD-EST, Anul 2013, Numar, 79
Regiunea SUD-EST, Anul 2014, Numar, 75
Regiunea SUD-EST, Anul 2015, Numar, 70
Regiunea SUD-EST, Anul 2016, Numar, 72
Regiunea SUD-EST, Anul 2017, Numar, 74
Braila, Anul 1990, Numar, 1
Braila, Anul 1991, Numar, 1
Braila, Anul 1992, Numar, 1
Braila, Anul 1993, Numar, 1
Braila, Anul 1994, Numar, 1
Braila, Anul 1995, Numar, 1
Braila, Anul 1996, Numar, 5
Braila, Anul 1997, Numar, 6
Braila, Anul 1998, Numar, 6
Braila, Anul 1999, Numar, 6
Braila, Anul 2000, Numar, 7
Braila, Anul 2001, Numar, 5
Braila, Anul 2002, Numar, 5
Braila, Anul 2003, Numar, 5
Braila, Anul 2004, Numar, 5
Braila, Anul 2005, Numar, 5
Braila, Anul 2006, Numar, 5
Braila, Anul 2007, Numar, 5
Braila, Anul 2008, Numar, 5
Braila, Anul 2009, Numar, 5
Braila, Anul 2010, Numar, 7
Braila, Anul 2011, Numar, 8
Braila, Anul 2012, Numar, 8
Braila, Anul 2013, Numar, 8
Braila, Anul 2014, Numar, 8
Braila, Anul 2015, Numar, 8
Braila, Anul 2016, Numar, 8
Braila, Anul 2017, Numar, 9
Buzau, Anul 1990, Numar, 10
Buzau, Anul 1991, Numar, 9
Buzau, Anul 1992, Numar, 9
Buzau, Anul 1993, Numar, 9
Buzau, Anul 1994, Numar, 9
Buzau, Anul 1995, Numar, 9
Buzau, Anul 1996, Numar, 10
Buzau, Anul 1997, Numar, 10
Buzau, Anul 1998, Numar, 10
Buzau, Anul 1999, Numar, 10
Buzau, Anul 2000, Numar, 10
Buzau, Anul 2001, Numar, 10
Buzau, Anul 2002, Numar, 10
Buzau, Anul 2003, Numar, 10
Buzau, Anul 2004, Numar, 10
Buzau, Anul 2005, Numar, 9
Buzau, Anul 2006, Numar, 9
Buzau, Anul 2007, Numar, 9
Buzau, Anul 2008, Numar, 9
Buzau, Anul 2009, Numar, 10
Buzau, Anul 2010, Numar, 10
Buzau, Anul 2011, Numar, 10
Buzau, Anul 2012, Numar, 10
Buzau, Anul 2013, Numar, 10
Buzau, Anul 2014, Numar, 10
Buzau, Anul 2015, Numar, 7
Buzau, Anul 2016, Numar, 7
Buzau, Anul 2017, Numar, 7
Constanta, Anul 1990, Numar, 16
Constanta, Anul 1991, Numar, 17
Constanta, Anul 1992, Numar, 14
Constanta, Anul 1993, Numar, 14
Constanta, Anul 1994, Numar, 15
Constanta, Anul 1995, Numar, 15
Constanta, Anul 1996, Numar, 15
Constanta, Anul 1997, Numar, 19
Constanta, Anul 1998, Numar, 19
Constanta, Anul 1999, Numar, 19
Constanta, Anul 2000, Numar, 19
Constanta, Anul 2001, Numar, 19
Constanta, Anul 2002, Numar, 19
Constanta, Anul 2003, Numar, 19
Constanta, Anul 2004, Numar, 19
Constanta, Anul 2005, Numar, 19
Constanta, Anul 2006, Numar, 22
Constanta, Anul 2007, Numar, 22
Constanta, Anul 2008, Numar, 22
Constanta, Anul 2009, Numar, 22
Constanta, Anul 2010, Numar, 21
Constanta, Anul 2011, Numar, 20
Constanta, Anul 2012, Numar, 19
Constanta, Anul 2013, Numar, 22
Constanta, Anul 2014, Numar, 19
Constanta, Anul 2015, Numar, 17
Constanta, Anul 2016, Numar, 17
Constanta, Anul 2017, Numar, 18
Galati, Anul 1990, Numar, 9
Galati, Anul 1991, Numar, 9
Galati, Anul 1992, Numar, 10
Galati, Anul 1993, Numar, 9
Galati, Anul 1994, Numar, 10
Galati, Anul 1995, Numar, 10
Galati, Anul 1996, Numar, 10
Galati, Anul 1997, Numar, 10
Galati, Anul 1998, Numar, 10
Galati, Anul 1999, Numar, 9
Galati, Anul 2000, Numar, 9
Galati, Anul 2001, Numar, 9
Galati, Anul 2002, Numar, 9
Galati, Anul 2003, Numar, 9
Galati, Anul 2004, Numar, 9
Galati, Anul 2005, Numar, 10
Galati, Anul 2006, Numar, 10
Galati, Anul 2007, Numar, 12
Galati, Anul 2008, Numar, 14
Galati, Anul 2009, Numar, 14
Galati, Anul 2010, Numar, 12
Galati, Anul 2011, Numar, 12
Galati, Anul 2012, Numar, 12
Galati, Anul 2013, Numar, 11
Galati, Anul 2014, Numar, 10
Galati, Anul 2015, Numar, 11
Galati, Anul 2016, Numar, 12
Galati, Anul 2017, Numar, 12
Tulcea, Anul 1990, Numar, 10
Tulcea, Anul 1991, Numar, 9
Tulcea, Anul 1992, Numar, 4
Tulcea, Anul 1993, Numar, 4
Tulcea, Anul 1994, Numar, 4
Tulcea, Anul 1995, Numar, 4
Tulcea, Anul 1996, Numar, 4
Tulcea, Anul 1997, Numar, 4
Tulcea, Anul 1998, Numar, 4
Tulcea, Anul 1999, Numar, 9
Tulcea, Anul 2000, Numar, 8
Tulcea, Anul 2001, Numar, 8
Tulcea, Anul 2002, Numar, 8
Tulcea, Anul 2003, Numar, 8
Tulcea, Anul 2004, Numar, 9
Tulcea, Anul 2005, Numar, 11
Tulcea, Anul 2006, Numar, 8
Tulcea, Anul 2007, Numar, 8
Tulcea, Anul 2008, Numar, 8
Tulcea, Anul 2009, Numar, 8
Tulcea, Anul 2010, Numar, 7
Tulcea, Anul 2011, Numar, 8
Tulcea, Anul 2012, Numar, 8
Tulcea, Anul 2013, Numar, 8
Tulcea, Anul 2014, Numar, 8
Tulcea, Anul 2015, Numar, 7
Tulcea, Anul 2016, Numar, 8
Tulcea, Anul 2017, Numar, 8
Vrancea, Anul 1990, Numar, 9
Vrancea, Anul 1991, Numar, 9
Vrancea, Anul 1992, Numar, 9
Vrancea, Anul 1993, Numar, 9
Vrancea, Anul 1994, Numar, 9
Vrancea, Anul 1995, Numar, 9
Vrancea, Anul 1996, Numar, 11
Vrancea, Anul 1997, Numar, 11
Vrancea, Anul 1998, Numar, 8
Vrancea, Anul 1999, Numar, 8
Vrancea, Anul 2000, Numar, 9
Vrancea, Anul 2001, Numar, 10
Vrancea, Anul 2002, Numar, 10
Vrancea, Anul 2003, Numar, 9
Vrancea, Anul 2004, Numar, 9
Vrancea, Anul 2005, Numar, 16
Vrancea, Anul 2006, Numar, 16
Vrancea, Anul 2007, Numar, 16
Vrancea, Anul 2008, Numar, 17
Vrancea, Anul 2009, Numar, 17
Vrancea, Anul 2010, Numar, 17
Vrancea, Anul 2011, Numar, 17
Vrancea, Anul 2012, Numar, 17
Vrancea, Anul 2013, Numar, 20
Vrancea, Anul 2014, Numar, 20
Vrancea, Anul 2015, Numar, 20
Vrancea, Anul 2016, Numar, 20
Vrancea, Anul 2017, Numar, 20
MACROREGIUNEA TREI, Anul 1990, Numar, 115
MACROREGIUNEA TREI, Anul 1991, Numar, 117
MACROREGIUNEA TREI, Anul 1992, Numar, 104
MACROREGIUNEA TREI, Anul 1993, Numar, 110
MACROREGIUNEA TREI, Anul 1994, Numar, 117
MACROREGIUNEA TREI, Anul 1995, Numar, 118
MACROREGIUNEA TREI, Anul 1996, Numar, 124
MACROREGIUNEA TREI, Anul 1997, Numar, 127
MACROREGIUNEA TREI, Anul 1998, Numar, 124
MACROREGIUNEA TREI, Anul 1999, Numar, 130
MACROREGIUNEA TREI, Anul 2000, Numar, 131
MACROREGIUNEA TREI, Anul 2001, Numar, 129
MACROREGIUNEA TREI, Anul 2002, Numar, 130
MACROREGIUNEA TREI, Anul 2003, Numar, 133
MACROREGIUNEA TREI, Anul 2004, Numar, 130
MACROREGIUNEA TREI, Anul 2005, Numar, 147
MACROREGIUNEA TREI, Anul 2006, Numar, 147
MACROREGIUNEA TREI, Anul 2007, Numar, 152
MACROREGIUNEA TREI, Anul 2008, Numar, 154
MACROREGIUNEA TREI, Anul 2009, Numar, 153
MACROREGIUNEA TREI, Anul 2010, Numar, 148
MACROREGIUNEA TREI, Anul 2011, Numar, 153
MACROREGIUNEA TREI, Anul 2012, Numar, 143
MACROREGIUNEA TREI, Anul 2013, Numar, 156
MACROREGIUNEA TREI, Anul 2014, Numar, 153
MACROREGIUNEA TREI, Anul 2015, Numar, 157
MACROREGIUNEA TREI, Anul 2016, Numar, 167
MACROREGIUNEA TREI, Anul 2017, Numar, 166
Regiunea SUD-MUNTENIA, Anul 1990, Numar, 77
Regiunea SUD-MUNTENIA, Anul 1991, Numar, 77
Regiunea SUD-MUNTENIA, Anul 1992, Numar, 71
Regiunea SUD-MUNTENIA, Anul 1993, Numar, 76
Regiunea SUD-MUNTENIA, Anul 1994, Numar, 80
Regiunea SUD-MUNTENIA, Anul 1995, Numar, 82
Regiunea SUD-MUNTENIA, Anul 1996, Numar, 82
Regiunea SUD-MUNTENIA, Anul 1997, Numar, 82
Regiunea SUD-MUNTENIA, Anul 1998, Numar, 75
Regiunea SUD-MUNTENIA, Anul 1999, Numar, 79
Regiunea SUD-MUNTENIA, Anul 2000, Numar, 78
Regiunea SUD-MUNTENIA, Anul 2001, Numar, 76
Regiunea SUD-MUNTENIA, Anul 2002, Numar, 78
Regiunea SUD-MUNTENIA, Anul 2003, Numar, 79
Regiunea SUD-MUNTENIA, Anul 2004, Numar, 74
Regiunea SUD-MUNTENIA, Anul 2005, Numar, 91
Regiunea SUD-MUNTENIA, Anul 2006, Numar, 90
Regiunea SUD-MUNTENIA, Anul 2007, Numar, 94
Regiunea SUD-MUNTENIA, Anul 2008, Numar, 95
Regiunea SUD-MUNTENIA, Anul 2009, Numar, 96
Regiunea SUD-MUNTENIA, Anul 2010, Numar, 95
Regiunea SUD-MUNTENIA, Anul 2011, Numar, 97
Regiunea SUD-MUNTENIA, Anul 2012, Numar, 93
Regiunea SUD-MUNTENIA, Anul 2013, Numar, 109
Regiunea SUD-MUNTENIA, Anul 2014, Numar, 109
Regiunea SUD-MUNTENIA, Anul 2015, Numar, 114
Regiunea SUD-MUNTENIA, Anul 2016, Numar, 122
Regiunea SUD-MUNTENIA, Anul 2017, Numar, 119
Arges, Anul 1990, Numar, 21
Arges, Anul 1991, Numar, 20
Arges, Anul 1992, Numar, 18
Arges, Anul 1993, Numar, 20
Arges, Anul 1994, Numar, 20
Arges, Anul 1995, Numar, 20
Arges, Anul 1996, Numar, 20
Arges, Anul 1997, Numar, 20
Arges, Anul 1998, Numar, 20
Arges, Anul 1999, Numar, 20
Arges, Anul 2000, Numar, 20
Arges, Anul 2001, Numar, 20
Arges, Anul 2002, Numar, 20
Arges, Anul 2003, Numar, 20
Arges, Anul 2004, Numar, 20
Arges, Anul 2005, Numar, 23
Arges, Anul 2006, Numar, 23
Arges, Anul 2007, Numar, 25
Arges, Anul 2008, Numar, 25
Arges, Anul 2009, Numar, 26
Arges, Anul 2010, Numar, 25
Arges, Anul 2011, Numar, 25
Arges, Anul 2012, Numar, 23
Arges, Anul 2013, Numar, 27
Arges, Anul 2014, Numar, 27
Arges, Anul 2015, Numar, 27
Arges, Anul 2016, Numar, 29
Arges, Anul 2017, Numar, 29
Calarasi, Anul 1990, Numar, 5
Calarasi, Anul 1991, Numar, 5
Calarasi, Anul 1992, Numar, 5
Calarasi, Anul 1993, Numar, 4
Calarasi, Anul 1994, Numar, 4
Calarasi, Anul 1995, Numar, 4
Calarasi, Anul 1996, Numar, 4
Calarasi, Anul 1997, Numar, 4
Calarasi, Anul 1998, Numar, 4
Calarasi, Anul 1999, Numar, 4
Calarasi, Anul 2000, Numar, 4
Calarasi, Anul 2001, Numar, 4
Calarasi, Anul 2002, Numar, 4
Calarasi, Anul 2003, Numar, 5
Calarasi, Anul 2004, Numar, 5
Calarasi, Anul 2005, Numar, 5
Calarasi, Anul 2006, Numar, 5
Calarasi, Anul 2007, Numar, 5
Calarasi, Anul 2008, Numar, 5
Calarasi, Anul 2009, Numar, 5
Calarasi, Anul 2010, Numar, 5
Calarasi, Anul 2011, Numar, 5
Calarasi, Anul 2012, Numar, 3
Calarasi, Anul 2013, Numar, 5
Calarasi, Anul 2014, Numar, 5
Calarasi, Anul 2015, Numar, 5
Calarasi, Anul 2016, Numar, 5
Calarasi, Anul 2017, Numar, 5
Dambovita, Anul 1990, Numar, 17
Dambovita, Anul 1991, Numar, 18
Dambovita, Anul 1992, Numar, 14
Dambovita, Anul 1993, Numar, 16
Dambovita, Anul 1994, Numar, 17
Dambovita, Anul 1995, Numar, 17
Dambovita, Anul 1996, Numar, 17
Dambovita, Anul 1997, Numar, 17
Dambovita, Anul 1998, Numar, 15
Dambovita, Anul 1999, Numar, 17
Dambovita, Anul 2000, Numar, 16
Dambovita, Anul 2001, Numar, 14
Dambovita, Anul 2002, Numar, 13
Dambovita, Anul 2003, Numar, 13
Dambovita, Anul 2004, Numar, 13
Dambovita, Anul 2005, Numar, 19
Dambovita, Anul 2006, Numar, 19
Dambovita, Anul 2007, Numar, 18
Dambovita, Anul 2008, Numar, 20
Dambovita, Anul 2009, Numar, 20
Dambovita, Anul 2010, Numar, 22
Dambovita, Anul 2011, Numar, 21
Dambovita, Anul 2012, Numar, 21
Dambovita, Anul 2013, Numar, 28
Dambovita, Anul 2014, Numar, 28
Dambovita, Anul 2015, Numar, 32
Dambovita, Anul 2016, Numar, 33
Dambovita, Anul 2017, Numar, 31
Giurgiu, Anul 1990, Numar, 1
Giurgiu, Anul 1991, Numar, 1
Giurgiu, Anul 1992, Numar, 1
Giurgiu, Anul 1993, Numar, 2
Giurgiu, Anul 1994, Numar, 2
Giurgiu, Anul 1995, Numar, 2
Giurgiu, Anul 1996, Numar, 2
Giurgiu, Anul 1997, Numar, 2
Giurgiu, Anul 1998, Numar, 2
Giurgiu, Anul 1999, Numar, 2
Giurgiu, Anul 2000, Numar, 2
Giurgiu, Anul 2001, Numar, 2
Giurgiu, Anul 2002, Numar, 2
Giurgiu, Anul 2003, Numar, 2
Giurgiu, Anul 2004, Numar, 3
Giurgiu, Anul 2005, Numar, 3
Giurgiu, Anul 2006, Numar, 3
Giurgiu, Anul 2007, Numar, 5
Giurgiu, Anul 2008, Numar, 5
Giurgiu, Anul 2009, Numar, 5
Giurgiu, Anul 2010, Numar, 5
Giurgiu, Anul 2011, Numar, 5
Giurgiu, Anul 2012, Numar, 5
Giurgiu, Anul 2013, Numar, 5
Giurgiu, Anul 2014, Numar, 4
Giurgiu, Anul 2015, Numar, 4
Giurgiu, Anul 2016, Numar, 4
Giurgiu, Anul 2017, Numar, 4
Ialomita, Anul 1990, Numar, 1
Ialomita, Anul 1991, Numar, 2
Ialomita, Anul 1992, Numar, 2
Ialomita, Anul 1993, Numar, 2
Ialomita, Anul 1994, Numar, 2
Ialomita, Anul 1995, Numar, 2
Ialomita, Anul 1996, Numar, 2
Ialomita, Anul 1997, Numar, 2
Ialomita, Anul 1998, Numar, 2
Ialomita, Anul 1999, Numar, 2
Ialomita, Anul 2000, Numar, 2
Ialomita, Anul 2001, Numar, 2
Ialomita, Anul 2002, Numar, 2
Ialomita, Anul 2003, Numar, 2
Ialomita, Anul 2004, Numar, 2
Ialomita, Anul 2005, Numar, 3
Ialomita, Anul 2006, Numar, 3
Ialomita, Anul 2007, Numar, 3
Ialomita, Anul 2008, Numar, 3
Ialomita, Anul 2009, Numar, 3
Ialomita, Anul 2010, Numar, 3
Ialomita, Anul 2011, Numar, 3
Ialomita, Anul 2012, Numar, 2
Ialomita, Anul 2013, Numar, 6
Ialomita, Anul 2014, Numar, 6
Ialomita, Anul 2015, Numar, 6
Ialomita, Anul 2016, Numar, 6
Ialomita, Anul 2017, Numar, 6
Prahova, Anul 1990, Numar, 27
Prahova, Anul 1991, Numar, 26
Prahova, Anul 1992, Numar, 25
Prahova, Anul 1993, Numar, 26
Prahova, Anul 1994, Numar, 26
Prahova, Anul 1995, Numar, 28
Prahova, Anul 1996, Numar, 28
Prahova, Anul 1997, Numar, 28
Prahova, Anul 1998, Numar, 23
Prahova, Anul 1999, Numar, 26
Prahova, Anul 2000, Numar, 26
Prahova, Anul 2001, Numar, 26
Prahova, Anul 2002, Numar, 29
Prahova, Anul 2003, Numar, 29
Prahova, Anul 2004, Numar, 23
Prahova, Anul 2005, Numar, 30
Prahova, Anul 2006, Numar, 30
Prahova, Anul 2007, Numar, 30
Prahova, Anul 2008, Numar, 30
Prahova, Anul 2009, Numar, 30
Prahova, Anul 2010, Numar, 28
Prahova, Anul 2011, Numar, 31
Prahova, Anul 2012, Numar, 32
Prahova, Anul 2013, Numar, 31
Prahova, Anul 2014, Numar, 33
Prahova, Anul 2015, Numar, 34
Prahova, Anul 2016, Numar, 38
Prahova, Anul 2017, Numar, 37
Teleorman, Anul 1990, Numar, 5
Teleorman, Anul 1991, Numar, 5
Teleorman, Anul 1992, Numar, 6
Teleorman, Anul 1993, Numar, 6
Teleorman, Anul 1994, Numar, 9
Teleorman, Anul 1995, Numar, 9
Teleorman, Anul 1996, Numar, 9
Teleorman, Anul 1997, Numar, 9
Teleorman, Anul 1998, Numar, 9
Teleorman, Anul 1999, Numar, 8
Teleorman, Anul 2000, Numar, 8
Teleorman, Anul 2001, Numar, 8
Teleorman, Anul 2002, Numar, 8
Teleorman, Anul 2003, Numar, 8
Teleorman, Anul 2004, Numar, 8
Teleorman, Anul 2005, Numar, 8
Teleorman, Anul 2006, Numar, 7
Teleorman, Anul 2007, Numar, 8
Teleorman, Anul 2008, Numar, 7
Teleorman, Anul 2009, Numar, 7
Teleorman, Anul 2010, Numar, 7
Teleorman, Anul 2011, Numar, 7
Teleorman, Anul 2012, Numar, 7
Teleorman, Anul 2013, Numar, 7
Teleorman, Anul 2014, Numar, 6
Teleorman, Anul 2015, Numar, 6
Teleorman, Anul 2016, Numar, 7
Teleorman, Anul 2017, Numar, 7
Regiunea BUCURESTI - ILFOV, Anul 1990, Numar, 38
Regiunea BUCURESTI - ILFOV, Anul 1991, Numar, 40
Regiunea BUCURESTI - ILFOV, Anul 1992, Numar, 33
Regiunea BUCURESTI - ILFOV, Anul 1993, Numar, 34
Regiunea BUCURESTI - ILFOV, Anul 1994, Numar, 37
Regiunea BUCURESTI - ILFOV, Anul 1995, Numar, 36
Regiunea BUCURESTI - ILFOV, Anul 1996, Numar, 42
Regiunea BUCURESTI - ILFOV, Anul 1997, Numar, 45
Regiunea BUCURESTI - ILFOV, Anul 1998, Numar, 49
Regiunea BUCURESTI - ILFOV, Anul 1999, Numar, 51
Regiunea BUCURESTI - ILFOV, Anul 2000, Numar, 53
Regiunea BUCURESTI - ILFOV, Anul 2001, Numar, 53
Regiunea BUCURESTI - ILFOV, Anul 2002, Numar, 52
Regiunea BUCURESTI - ILFOV, Anul 2003, Numar, 54
Regiunea BUCURESTI - ILFOV, Anul 2004, Numar, 56
Regiunea BUCURESTI - ILFOV, Anul 2005, Numar, 56
Regiunea BUCURESTI - ILFOV, Anul 2006, Numar, 57
Regiunea BUCURESTI - ILFOV, Anul 2007, Numar, 58
Regiunea BUCURESTI - ILFOV, Anul 2008, Numar, 59
Regiunea BUCURESTI - ILFOV, Anul 2009, Numar, 57
Regiunea BUCURESTI - ILFOV, Anul 2010, Numar, 53
Regiunea BUCURESTI - ILFOV, Anul 2011, Numar, 56
Regiunea BUCURESTI - ILFOV, Anul 2012, Numar, 50
Regiunea BUCURESTI - ILFOV, Anul 2013, Numar, 47
Regiunea BUCURESTI - ILFOV, Anul 2014, Numar, 44
Regiunea BUCURESTI - ILFOV, Anul 2015, Numar, 43
Regiunea BUCURESTI - ILFOV, Anul 2016, Numar, 45
Regiunea BUCURESTI - ILFOV, Anul 2017, Numar, 47
Ilfov, Anul 1994, Numar, 1
Ilfov, Anul 1997, Numar, 5
Ilfov, Anul 1998, Numar, 5
Ilfov, Anul 1999, Numar, 5
Ilfov, Anul 2000, Numar, 5
Ilfov, Anul 2001, Numar, 5
Ilfov, Anul 2002, Numar, 5
Ilfov, Anul 2003, Numar, 5
Ilfov, Anul 2004, Numar, 6
Ilfov, Anul 2005, Numar, 6
Ilfov, Anul 2006, Numar, 7
Ilfov, Anul 2007, Numar, 6
Ilfov, Anul 2008, Numar, 6
Ilfov, Anul 2009, Numar, 6
Ilfov, Anul 2010, Numar, 6
Ilfov, Anul 2011, Numar, 6
Ilfov, Anul 2012, Numar, 6
Ilfov, Anul 2013, Numar, 6
Ilfov, Anul 2014, Numar, 7
Ilfov, Anul 2015, Numar, 7
Ilfov, Anul 2016, Numar, 7
Ilfov, Anul 2017, Numar, 7
Municipiul Bucuresti, Anul 1994, Numar, 36
Municipiul Bucuresti, Anul 1995, Numar, 36
Municipiul Bucuresti, Anul 1996, Numar, 42
Municipiul Bucuresti, Anul 1997, Numar, 40
Municipiul Bucuresti, Anul 1998, Numar, 44
Municipiul Bucuresti, Anul 1999, Numar, 46
Municipiul Bucuresti, Anul 2000, Numar, 48
Municipiul Bucuresti, Anul 2001, Numar, 48
Municipiul Bucuresti, Anul 2002, Numar, 47
Municipiul Bucuresti, Anul 2003, Numar, 49
Municipiul Bucuresti, Anul 2004, Numar, 50
Municipiul Bucuresti, Anul 2005, Numar, 50
Municipiul Bucuresti, Anul 2006, Numar, 50
Municipiul Bucuresti, Anul 2007, Numar, 52
Municipiul Bucuresti, Anul 2008, Numar, 53
Municipiul Bucuresti, Anul 2009, Numar, 51
Municipiul Bucuresti, Anul 2010, Numar, 47
Municipiul Bucuresti, Anul 2011, Numar, 50
Municipiul Bucuresti, Anul 2012, Numar, 44
Municipiul Bucuresti, Anul 2013, Numar, 41
Municipiul Bucuresti, Anul 2014, Numar, 37
Municipiul Bucuresti, Anul 2015, Numar, 36
Municipiul Bucuresti, Anul 2016, Numar, 38
Municipiul Bucuresti, Anul 2017, Numar, 40
Mun. Bucuresti -incl. SAI, Anul 1990, Numar, 38
Mun. Bucuresti -incl. SAI, Anul 1991, Numar, 40
Mun. Bucuresti -incl. SAI, Anul 1992, Numar, 33
Mun. Bucuresti -incl. SAI, Anul 1993, Numar, 34
MACROREGIUNEA PATRU, Anul 1990, Numar, 86
MACROREGIUNEA PATRU, Anul 1991, Numar, 82
MACROREGIUNEA PATRU, Anul 1992, Numar, 85
MACROREGIUNEA PATRU, Anul 1993, Numar, 86
MACROREGIUNEA PATRU, Anul 1994, Numar, 87
MACROREGIUNEA PATRU, Anul 1995, Numar, 87
MACROREGIUNEA PATRU, Anul 1996, Numar, 89
MACROREGIUNEA PATRU, Anul 1997, Numar, 91
MACROREGIUNEA PATRU, Anul 1998, Numar, 91
MACROREGIUNEA PATRU, Anul 1999, Numar, 86
MACROREGIUNEA PATRU, Anul 2000, Numar, 88
MACROREGIUNEA PATRU, Anul 2001, Numar, 91
MACROREGIUNEA PATRU, Anul 2002, Numar, 108
MACROREGIUNEA PATRU, Anul 2003, Numar, 106
MACROREGIUNEA PATRU, Anul 2004, Numar, 106
MACROREGIUNEA PATRU, Anul 2005, Numar, 133
MACROREGIUNEA PATRU, Anul 2006, Numar, 134
MACROREGIUNEA PATRU, Anul 2007, Numar, 127
MACROREGIUNEA PATRU, Anul 2008, Numar, 130
MACROREGIUNEA PATRU, Anul 2009, Numar, 133
MACROREGIUNEA PATRU, Anul 2010, Numar, 140
MACROREGIUNEA PATRU, Anul 2011, Numar, 144
MACROREGIUNEA PATRU, Anul 2012, Numar, 130
MACROREGIUNEA PATRU, Anul 2013, Numar, 144
MACROREGIUNEA PATRU, Anul 2014, Numar, 143
MACROREGIUNEA PATRU, Anul 2015, Numar, 142
MACROREGIUNEA PATRU, Anul 2016, Numar, 146
MACROREGIUNEA PATRU, Anul 2017, Numar, 143
Regiunea SUD-VEST OLTENIA, Anul 1990, Numar, 59
Regiunea SUD-VEST OLTENIA, Anul 1991, Numar, 55
Regiunea SUD-VEST OLTENIA, Anul 1992, Numar, 56
Regiunea SUD-VEST OLTENIA, Anul 1993, Numar, 54
Regiunea SUD-VEST OLTENIA, Anul 1994, Numar, 55
Regiunea SUD-VEST OLTENIA, Anul 1995, Numar, 55
Regiunea SUD-VEST OLTENIA, Anul 1996, Numar, 56
Regiunea SUD-VEST OLTENIA, Anul 1997, Numar, 58
Regiunea SUD-VEST OLTENIA, Anul 1998, Numar, 58
Regiunea SUD-VEST OLTENIA, Anul 1999, Numar, 56
Regiunea SUD-VEST OLTENIA, Anul 2000, Numar, 55
Regiunea SUD-VEST OLTENIA, Anul 2001, Numar, 56
Regiunea SUD-VEST OLTENIA, Anul 2002, Numar, 58
Regiunea SUD-VEST OLTENIA, Anul 2003, Numar, 58
Regiunea SUD-VEST OLTENIA, Anul 2004, Numar, 57
Regiunea SUD-VEST OLTENIA, Anul 2005, Numar, 68
Regiunea SUD-VEST OLTENIA, Anul 2006, Numar, 68
Regiunea SUD-VEST OLTENIA, Anul 2007, Numar, 70
Regiunea SUD-VEST OLTENIA, Anul 2008, Numar, 70
Regiunea SUD-VEST OLTENIA, Anul 2009, Numar, 70
Regiunea SUD-VEST OLTENIA, Anul 2010, Numar, 69
Regiunea SUD-VEST OLTENIA, Anul 2011, Numar, 73
Regiunea SUD-VEST OLTENIA, Anul 2012, Numar, 61
Regiunea SUD-VEST OLTENIA, Anul 2013, Numar, 78
Regiunea SUD-VEST OLTENIA, Anul 2014, Numar, 77
Regiunea SUD-VEST OLTENIA, Anul 2015, Numar, 76
Regiunea SUD-VEST OLTENIA, Anul 2016, Numar, 78
Regiunea SUD-VEST OLTENIA, Anul 2017, Numar, 76
Dolj, Anul 1990, Numar, 22
Dolj, Anul 1991, Numar, 21
Dolj, Anul 1992, Numar, 22
Dolj, Anul 1993, Numar, 20
Dolj, Anul 1994, Numar, 20
Dolj, Anul 1995, Numar, 21
Dolj, Anul 1996, Numar, 21
Dolj, Anul 1997, Numar, 21
Dolj, Anul 1998, Numar, 21
Dolj, Anul 1999, Numar, 20
Dolj, Anul 2000, Numar, 20
Dolj, Anul 2001, Numar, 20
Dolj, Anul 2002, Numar, 20
Dolj, Anul 2003, Numar, 20
Dolj, Anul 2004, Numar, 20
