Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Vaslui, Anul 1994, Numar, 5296
Vaslui, Anul 1995, Numar, 6726
Vaslui, Anul 1996, Numar, 7263
Vaslui, Anul 1997, Numar, 7281
Vaslui, Anul 1998, Numar, 8473
Vaslui, Anul 1999, Numar, 7479
Vaslui, Anul 2000, Numar, 7420
Vaslui, Anul 2001, Numar, 6882
Vaslui, Anul 2002, Numar, 6460
Vaslui, Anul 2003, Numar, 5200
Vaslui, Anul 2004, Numar, 5244
Vaslui, Anul 2005, Numar, 4688
Vaslui, Anul 2006, Numar, 5266
Vaslui, Anul 2007, Numar, 5990
Vaslui, Anul 2008, Numar, 5104
Vaslui, Anul 2009, Numar, 5526
Vaslui, Anul 2010, Numar, 5761
Vaslui, Anul 2011, Numar, 6264
Vaslui, Anul 2012, Numar, 7221
Vaslui, Anul 2013, Numar, 7886
Vaslui, Anul 2014, Numar, 9618
Vaslui, Anul 2015, Numar, 8885
Vaslui, Anul 2016, Numar, 9615
Regiunea SUD-EST, Anul 1990, Numar, 14338
Regiunea SUD-EST, Anul 1991, Numar, 21015
Regiunea SUD-EST, Anul 1992, Numar, 20366
Regiunea SUD-EST, Anul 1993, Numar, 30504
Regiunea SUD-EST, Anul 1994, Numar, 30657
Regiunea SUD-EST, Anul 1995, Numar, 37333
Regiunea SUD-EST, Anul 1996, Numar, 40220
Regiunea SUD-EST, Anul 1997, Numar, 45821
Regiunea SUD-EST, Anul 1998, Numar, 50276
Regiunea SUD-EST, Anul 1999, Numar, 47108
Regiunea SUD-EST, Anul 2000, Numar, 47061
Regiunea SUD-EST, Anul 2001, Numar, 47241
Regiunea SUD-EST, Anul 2002, Numar, 39499
Regiunea SUD-EST, Anul 2003, Numar, 34294
Regiunea SUD-EST, Anul 2004, Numar, 30309
Regiunea SUD-EST, Anul 2005, Numar, 26054
Regiunea SUD-EST, Anul 2006, Numar, 27484
Regiunea SUD-EST, Anul 2007, Numar, 34676
Regiunea SUD-EST, Anul 2008, Numar, 34807
Regiunea SUD-EST, Anul 2009, Numar, 34569
Regiunea SUD-EST, Anul 2010, Numar, 33351
Regiunea SUD-EST, Anul 2011, Numar, 30373
Regiunea SUD-EST, Anul 2012, Numar, 38574
Regiunea SUD-EST, Anul 2013, Numar, 39835
Regiunea SUD-EST, Anul 2014, Numar, 48152
Regiunea SUD-EST, Anul 2015, Numar, 42633
Regiunea SUD-EST, Anul 2016, Numar, 46827
Braila, Anul 1990, Numar, 2316
Braila, Anul 1991, Numar, 3720
Braila, Anul 1992, Numar, 3742
Braila, Anul 1993, Numar, 4324
Braila, Anul 1994, Numar, 4640
Braila, Anul 1995, Numar, 5466
Braila, Anul 1996, Numar, 5400
Braila, Anul 1997, Numar, 6585
Braila, Anul 1998, Numar, 7799
Braila, Anul 1999, Numar, 6869
Braila, Anul 2000, Numar, 6282
Braila, Anul 2001, Numar, 6003
Braila, Anul 2002, Numar, 4261
Braila, Anul 2003, Numar, 3690
Braila, Anul 2004, Numar, 2998
Braila, Anul 2005, Numar, 2810
Braila, Anul 2006, Numar, 3166
Braila, Anul 2007, Numar, 3549
Braila, Anul 2008, Numar, 4242
Braila, Anul 2009, Numar, 3891
Braila, Anul 2010, Numar, 4420
Braila, Anul 2011, Numar, 3776
Braila, Anul 2012, Numar, 4330
Braila, Anul 2013, Numar, 4772
Braila, Anul 2014, Numar, 6030
Braila, Anul 2015, Numar, 5104
Braila, Anul 2016, Numar, 6217
Buzau, Anul 1990, Numar, 1719
Buzau, Anul 1991, Numar, 2776
Buzau, Anul 1992, Numar, 3257
Buzau, Anul 1993, Numar, 4682
Buzau, Anul 1994, Numar, 5180
Buzau, Anul 1995, Numar, 6468
Buzau, Anul 1996, Numar, 7314
Buzau, Anul 1997, Numar, 8159
Buzau, Anul 1998, Numar, 8374
Buzau, Anul 1999, Numar, 7219
Buzau, Anul 2000, Numar, 7289
Buzau, Anul 2001, Numar, 7451
Buzau, Anul 2002, Numar, 7873
Buzau, Anul 2003, Numar, 5330
Buzau, Anul 2004, Numar, 5200
Buzau, Anul 2005, Numar, 4602
Buzau, Anul 2006, Numar, 4715
Buzau, Anul 2007, Numar, 5232
Buzau, Anul 2008, Numar, 5900
Buzau, Anul 2009, Numar, 5610
Buzau, Anul 2010, Numar, 5400
Buzau, Anul 2011, Numar, 4914
Buzau, Anul 2012, Numar, 5311
Buzau, Anul 2013, Numar, 5632
Buzau, Anul 2014, Numar, 7479
Buzau, Anul 2015, Numar, 7498
Buzau, Anul 2016, Numar, 8017
Constanta, Anul 1990, Numar, 3817
Constanta, Anul 1991, Numar, 5678
Constanta, Anul 1992, Numar, 5716
Constanta, Anul 1993, Numar, 8840
Constanta, Anul 1994, Numar, 8477
Constanta, Anul 1995, Numar, 11448
Constanta, Anul 1996, Numar, 10624
Constanta, Anul 1997, Numar, 11386
Constanta, Anul 1998, Numar, 12494
Constanta, Anul 1999, Numar, 11014
Constanta, Anul 2000, Numar, 11583
Constanta, Anul 2001, Numar, 13935
Constanta, Anul 2002, Numar, 10214
Constanta, Anul 2003, Numar, 9601
Constanta, Anul 2004, Numar, 9499
Constanta, Anul 2005, Numar, 7349
Constanta, Anul 2006, Numar, 7197
Constanta, Anul 2007, Numar, 10285
Constanta, Anul 2008, Numar, 9661
Constanta, Anul 2009, Numar, 9512
Constanta, Anul 2010, Numar, 8754
Constanta, Anul 2011, Numar, 7409
Constanta, Anul 2012, Numar, 13528
Constanta, Anul 2013, Numar, 15329
Constanta, Anul 2014, Numar, 16579
Constanta, Anul 2015, Numar, 15759
Constanta, Anul 2016, Numar, 14964
Galati, Anul 1990, Numar, 3638
Galati, Anul 1991, Numar, 4398
Galati, Anul 1992, Numar, 3899
Galati, Anul 1993, Numar, 6760
Galati, Anul 1994, Numar, 6676
Galati, Anul 1995, Numar, 7054
Galati, Anul 1996, Numar, 8744
Galati, Anul 1997, Numar, 10391
Galati, Anul 1998, Numar, 11643
Galati, Anul 1999, Numar, 10253
Galati, Anul 2000, Numar, 9483
Galati, Anul 2001, Numar, 8818
Galati, Anul 2002, Numar, 7131
Galati, Anul 2003, Numar, 6271
Galati, Anul 2004, Numar, 5079
Galati, Anul 2005, Numar, 4199
Galati, Anul 2006, Numar, 5308
Galati, Anul 2007, Numar, 6680
Galati, Anul 2008, Numar, 5942
Galati, Anul 2009, Numar, 5827
Galati, Anul 2010, Numar, 5996
Galati, Anul 2011, Numar, 6545
Galati, Anul 2012, Numar, 6897
Galati, Anul 2013, Numar, 6013
Galati, Anul 2014, Numar, 8911
Galati, Anul 2015, Numar, 7331
Galati, Anul 2016, Numar, 9681
Tulcea, Anul 1990, Numar, 1063
Tulcea, Anul 1991, Numar, 1396
Tulcea, Anul 1992, Numar, 1257
Tulcea, Anul 1993, Numar, 2232
Tulcea, Anul 1994, Numar, 2114
Tulcea, Anul 1995, Numar, 3197
Tulcea, Anul 1996, Numar, 3365
Tulcea, Anul 1997, Numar, 3718
Tulcea, Anul 1998, Numar, 4653
Tulcea, Anul 1999, Numar, 5091
Tulcea, Anul 2000, Numar, 5425
Tulcea, Anul 2001, Numar, 3715
Tulcea, Anul 2002, Numar, 3433
Tulcea, Anul 2003, Numar, 3315
Tulcea, Anul 2004, Numar, 2829
Tulcea, Anul 2005, Numar, 2680
Tulcea, Anul 2006, Numar, 2868
Tulcea, Anul 2007, Numar, 3634
Tulcea, Anul 2008, Numar, 3311
Tulcea, Anul 2009, Numar, 4210
Tulcea, Anul 2010, Numar, 4028
Tulcea, Anul 2011, Numar, 3888
Tulcea, Anul 2012, Numar, 4339
Tulcea, Anul 2013, Numar, 3891
Tulcea, Anul 2014, Numar, 3892
Tulcea, Anul 2015, Numar, 3579
Tulcea, Anul 2016, Numar, 3788
Vrancea, Anul 1990, Numar, 1785
Vrancea, Anul 1991, Numar, 3047
Vrancea, Anul 1992, Numar, 2495
Vrancea, Anul 1993, Numar, 3666
Vrancea, Anul 1994, Numar, 3570
Vrancea, Anul 1995, Numar, 3700
Vrancea, Anul 1996, Numar, 4773
Vrancea, Anul 1997, Numar, 5582
Vrancea, Anul 1998, Numar, 5313
Vrancea, Anul 1999, Numar, 6662
Vrancea, Anul 2000, Numar, 6999
Vrancea, Anul 2001, Numar, 7319
Vrancea, Anul 2002, Numar, 6587
Vrancea, Anul 2003, Numar, 6087
Vrancea, Anul 2004, Numar, 4704
Vrancea, Anul 2005, Numar, 4414
Vrancea, Anul 2006, Numar, 4230
Vrancea, Anul 2007, Numar, 5296
Vrancea, Anul 2008, Numar, 5751
Vrancea, Anul 2009, Numar, 5519
Vrancea, Anul 2010, Numar, 4753
Vrancea, Anul 2011, Numar, 3841
Vrancea, Anul 2012, Numar, 4169
Vrancea, Anul 2013, Numar, 4198
Vrancea, Anul 2014, Numar, 5261
Vrancea, Anul 2015, Numar, 3362
Vrancea, Anul 2016, Numar, 4160
MACROREGIUNEA TREI, Anul 1990, Numar, 29213
MACROREGIUNEA TREI, Anul 1991, Numar, 38199
MACROREGIUNEA TREI, Anul 1992, Numar, 38156
MACROREGIUNEA TREI, Anul 1993, Numar, 57157
MACROREGIUNEA TREI, Anul 1994, Numar, 61794
MACROREGIUNEA TREI, Anul 1995, Numar, 74647
MACROREGIUNEA TREI, Anul 1996, Numar, 78830
MACROREGIUNEA TREI, Anul 1997, Numar, 92488
MACROREGIUNEA TREI, Anul 1998, Numar, 103287
MACROREGIUNEA TREI, Anul 1999, Numar, 94321
MACROREGIUNEA TREI, Anul 2000, Numar, 91100
MACROREGIUNEA TREI, Anul 2001, Numar, 88753
MACROREGIUNEA TREI, Anul 2002, Numar, 83980
MACROREGIUNEA TREI, Anul 2003, Numar, 70688
MACROREGIUNEA TREI, Anul 2004, Numar, 53737
MACROREGIUNEA TREI, Anul 2005, Numar, 50476
MACROREGIUNEA TREI, Anul 2006, Numar, 62019
MACROREGIUNEA TREI, Anul 2007, Numar, 71784
MACROREGIUNEA TREI, Anul 2008, Numar, 73124
MACROREGIUNEA TREI, Anul 2009, Numar, 72032
MACROREGIUNEA TREI, Anul 2010, Numar, 72791
MACROREGIUNEA TREI, Anul 2011, Numar, 63698
MACROREGIUNEA TREI, Anul 2012, Numar, 85033
MACROREGIUNEA TREI, Anul 2013, Numar, 87762
MACROREGIUNEA TREI, Anul 2014, Numar, 129730
MACROREGIUNEA TREI, Anul 2015, Numar, 105810
MACROREGIUNEA TREI, Anul 2016, Numar, 99999
Regiunea SUD-MUNTENIA, Anul 1990, Numar, 12305
Regiunea SUD-MUNTENIA, Anul 1991, Numar, 19665
Regiunea SUD-MUNTENIA, Anul 1992, Numar, 20998
Regiunea SUD-MUNTENIA, Anul 1993, Numar, 31105
Regiunea SUD-MUNTENIA, Anul 1994, Numar, 35452
Regiunea SUD-MUNTENIA, Anul 1995, Numar, 42516
Regiunea SUD-MUNTENIA, Anul 1996, Numar, 47739
Regiunea SUD-MUNTENIA, Anul 1997, Numar, 53387
Regiunea SUD-MUNTENIA, Anul 1998, Numar, 58779
Regiunea SUD-MUNTENIA, Anul 1999, Numar, 52678
Regiunea SUD-MUNTENIA, Anul 2000, Numar, 50916
Regiunea SUD-MUNTENIA, Anul 2001, Numar, 44688
Regiunea SUD-MUNTENIA, Anul 2002, Numar, 40548
Regiunea SUD-MUNTENIA, Anul 2003, Numar, 38874
Regiunea SUD-MUNTENIA, Anul 2004, Numar, 32687
Regiunea SUD-MUNTENIA, Anul 2005, Numar, 30111
Regiunea SUD-MUNTENIA, Anul 2006, Numar, 30980
Regiunea SUD-MUNTENIA, Anul 2007, Numar, 40324
Regiunea SUD-MUNTENIA, Anul 2008, Numar, 40529
Regiunea SUD-MUNTENIA, Anul 2009, Numar, 42035
Regiunea SUD-MUNTENIA, Anul 2010, Numar, 43214
Regiunea SUD-MUNTENIA, Anul 2011, Numar, 37552
Regiunea SUD-MUNTENIA, Anul 2012, Numar, 42589
Regiunea SUD-MUNTENIA, Anul 2013, Numar, 43301
Regiunea SUD-MUNTENIA, Anul 2014, Numar, 59603
Regiunea SUD-MUNTENIA, Anul 2015, Numar, 51582
Regiunea SUD-MUNTENIA, Anul 2016, Numar, 47098
Arges, Anul 1990, Numar, 1506
Arges, Anul 1991, Numar, 3198
Arges, Anul 1992, Numar, 3027
Arges, Anul 1993, Numar, 3777
Arges, Anul 1994, Numar, 4580
Arges, Anul 1995, Numar, 5617
Arges, Anul 1996, Numar, 6168
Arges, Anul 1997, Numar, 7794
Arges, Anul 1998, Numar, 9388
Arges, Anul 1999, Numar, 8212
Arges, Anul 2000, Numar, 8106
Arges, Anul 2001, Numar, 7932
Arges, Anul 2002, Numar, 8407
Arges, Anul 2003, Numar, 7871
Arges, Anul 2004, Numar, 5344
Arges, Anul 2005, Numar, 4379
Arges, Anul 2006, Numar, 4746
Arges, Anul 2007, Numar, 7608
Arges, Anul 2008, Numar, 7590
Arges, Anul 2009, Numar, 7945
Arges, Anul 2010, Numar, 8023
Arges, Anul 2011, Numar, 7465
Arges, Anul 2012, Numar, 7846
Arges, Anul 2013, Numar, 7881
Arges, Anul 2014, Numar, 12012
Arges, Anul 2015, Numar, 11610
Arges, Anul 2016, Numar, 10056
Calarasi, Anul 1990, Numar, 1316
Calarasi, Anul 1991, Numar, 1636
Calarasi, Anul 1992, Numar, 1921
Calarasi, Anul 1993, Numar, 3449
Calarasi, Anul 1994, Numar, 3475
Calarasi, Anul 1995, Numar, 4346
Calarasi, Anul 1996, Numar, 5301
Calarasi, Anul 1997, Numar, 6298
Calarasi, Anul 1998, Numar, 5907
Calarasi, Anul 1999, Numar, 6336
Calarasi, Anul 2000, Numar, 6406
Calarasi, Anul 2001, Numar, 5557
Calarasi, Anul 2002, Numar, 5161
Calarasi, Anul 2003, Numar, 4506
Calarasi, Anul 2004, Numar, 3798
Calarasi, Anul 2005, Numar, 3958
Calarasi, Anul 2006, Numar, 3673
Calarasi, Anul 2007, Numar, 5098
Calarasi, Anul 2008, Numar, 5264
Calarasi, Anul 2009, Numar, 5850
Calarasi, Anul 2010, Numar, 5308
Calarasi, Anul 2011, Numar, 2854
Calarasi, Anul 2012, Numar, 4547
Calarasi, Anul 2013, Numar, 4744
Calarasi, Anul 2014, Numar, 6596
Calarasi, Anul 2015, Numar, 5915
Calarasi, Anul 2016, Numar, 4279
Dambovita, Anul 1990, Numar, 1592
Dambovita, Anul 1991, Numar, 2362
Dambovita, Anul 1992, Numar, 2893
Dambovita, Anul 1993, Numar, 5192
Dambovita, Anul 1994, Numar, 6014
Dambovita, Anul 1995, Numar, 6641
Dambovita, Anul 1996, Numar, 7497
Dambovita, Anul 1997, Numar, 8494
Dambovita, Anul 1998, Numar, 9000
Dambovita, Anul 1999, Numar, 7612
Dambovita, Anul 2000, Numar, 7509
Dambovita, Anul 2001, Numar, 7512
Dambovita, Anul 2002, Numar, 7205
Dambovita, Anul 2003, Numar, 7263
Dambovita, Anul 2004, Numar, 7449
Dambovita, Anul 2005, Numar, 6570
Dambovita, Anul 2006, Numar, 6151
Dambovita, Anul 2007, Numar, 6325
Dambovita, Anul 2008, Numar, 5658
Dambovita, Anul 2009, Numar, 5995
Dambovita, Anul 2010, Numar, 7430
Dambovita, Anul 2011, Numar, 5804
Dambovita, Anul 2012, Numar, 7361
Dambovita, Anul 2013, Numar, 7970
Dambovita, Anul 2014, Numar, 9552
Dambovita, Anul 2015, Numar, 7377
Dambovita, Anul 2016, Numar, 7843
Giurgiu, Anul 1990, Numar, 1025
Giurgiu, Anul 1991, Numar, 1703
Giurgiu, Anul 1992, Numar, 2225
Giurgiu, Anul 1993, Numar, 3385
Giurgiu, Anul 1994, Numar, 4207
Giurgiu, Anul 1995, Numar, 4723
Giurgiu, Anul 1996, Numar, 5749
Giurgiu, Anul 1997, Numar, 5542
Giurgiu, Anul 1998, Numar, 5989
Giurgiu, Anul 1999, Numar, 5142
Giurgiu, Anul 2000, Numar, 4104
Giurgiu, Anul 2001, Numar, 3476
Giurgiu, Anul 2002, Numar, 2789
Giurgiu, Anul 2003, Numar, 2834
Giurgiu, Anul 2004, Numar, 2682
Giurgiu, Anul 2005, Numar, 2259
Giurgiu, Anul 2006, Numar, 2596
Giurgiu, Anul 2007, Numar, 3795
Giurgiu, Anul 2008, Numar, 3974
Giurgiu, Anul 2009, Numar, 3688
Giurgiu, Anul 2010, Numar, 4963
Giurgiu, Anul 2011, Numar, 3626
Giurgiu, Anul 2012, Numar, 3740
Giurgiu, Anul 2013, Numar, 3939
Giurgiu, Anul 2014, Numar, 4577
Giurgiu, Anul 2015, Numar, 3290
Giurgiu, Anul 2016, Numar, 3462
Ialomita, Anul 1990, Numar, 1200
Ialomita, Anul 1991, Numar, 1819
Ialomita, Anul 1992, Numar, 2023
Ialomita, Anul 1993, Numar, 2711
Ialomita, Anul 1994, Numar, 3426
Ialomita, Anul 1995, Numar, 4652
Ialomita, Anul 1996, Numar, 5518
Ialomita, Anul 1997, Numar, 5911
Ialomita, Anul 1998, Numar, 6241
Ialomita, Anul 1999, Numar, 5315
Ialomita, Anul 2000, Numar, 5799
Ialomita, Anul 2001, Numar, 4739
Ialomita, Anul 2002, Numar, 3977
Ialomita, Anul 2003, Numar, 3891
Ialomita, Anul 2004, Numar, 3297
Ialomita, Anul 2005, Numar, 3215
Ialomita, Anul 2006, Numar, 3598
Ialomita, Anul 2007, Numar, 4335
Ialomita, Anul 2008, Numar, 4364
Ialomita, Anul 2009, Numar, 4661
Ialomita, Anul 2010, Numar, 4073
Ialomita, Anul 2011, Numar, 4280
Ialomita, Anul 2012, Numar, 3763
Ialomita, Anul 2013, Numar, 4090
Ialomita, Anul 2014, Numar, 6235
Ialomita, Anul 2015, Numar, 4802
Ialomita, Anul 2016, Numar, 4400
Prahova, Anul 1990, Numar, 4074
Prahova, Anul 1991, Numar, 6330
Prahova, Anul 1992, Numar, 5663
Prahova, Anul 1993, Numar, 7955
Prahova, Anul 1994, Numar, 8701
Prahova, Anul 1995, Numar, 9612
Prahova, Anul 1996, Numar, 10510
Prahova, Anul 1997, Numar, 11588
Prahova, Anul 1998, Numar, 14089
Prahova, Anul 1999, Numar, 13212
Prahova, Anul 2000, Numar, 13373
Prahova, Anul 2001, Numar, 10145
Prahova, Anul 2002, Numar, 8024
Prahova, Anul 2003, Numar, 7855
Prahova, Anul 2004, Numar, 6554
Prahova, Anul 2005, Numar, 6299
Prahova, Anul 2006, Numar, 6549
Prahova, Anul 2007, Numar, 8217
Prahova, Anul 2008, Numar, 8869
Prahova, Anul 2009, Numar, 9530
Prahova, Anul 2010, Numar, 9303
Prahova, Anul 2011, Numar, 10076
Prahova, Anul 2012, Numar, 12158
Prahova, Anul 2013, Numar, 11411
Prahova, Anul 2014, Numar, 15607
Prahova, Anul 2015, Numar, 13505
Prahova, Anul 2016, Numar, 12171
Teleorman, Anul 1990, Numar, 1592
Teleorman, Anul 1991, Numar, 2617
Teleorman, Anul 1992, Numar, 3246
Teleorman, Anul 1993, Numar, 4636
Teleorman, Anul 1994, Numar, 5049
Teleorman, Anul 1995, Numar, 6925
Teleorman, Anul 1996, Numar, 6996
Teleorman, Anul 1997, Numar, 7760
Teleorman, Anul 1998, Numar, 8165
Teleorman, Anul 1999, Numar, 6849
Teleorman, Anul 2000, Numar, 5619
Teleorman, Anul 2001, Numar, 5327
Teleorman, Anul 2002, Numar, 4985
Teleorman, Anul 2003, Numar, 4654
Teleorman, Anul 2004, Numar, 3563
Teleorman, Anul 2005, Numar, 3431
Teleorman, Anul 2006, Numar, 3667
Teleorman, Anul 2007, Numar, 4946
Teleorman, Anul 2008, Numar, 4810
Teleorman, Anul 2009, Numar, 4366
Teleorman, Anul 2010, Numar, 4114
Teleorman, Anul 2011, Numar, 3447
Teleorman, Anul 2012, Numar, 3174
Teleorman, Anul 2013, Numar, 3266
Teleorman, Anul 2014, Numar, 5024
Teleorman, Anul 2015, Numar, 5083
Teleorman, Anul 2016, Numar, 4887
Regiunea BUCURESTI - ILFOV, Anul 1990, Numar, 16908
Regiunea BUCURESTI - ILFOV, Anul 1991, Numar, 18534
Regiunea BUCURESTI - ILFOV, Anul 1992, Numar, 17158
Regiunea BUCURESTI - ILFOV, Anul 1993, Numar, 26052
Regiunea BUCURESTI - ILFOV, Anul 1994, Numar, 26342
Regiunea BUCURESTI - ILFOV, Anul 1995, Numar, 32131
Regiunea BUCURESTI - ILFOV, Anul 1996, Numar, 31091
Regiunea BUCURESTI - ILFOV, Anul 1997, Numar, 39101
Regiunea BUCURESTI - ILFOV, Anul 1998, Numar, 44508
Regiunea BUCURESTI - ILFOV, Anul 1999, Numar, 41643
Regiunea BUCURESTI - ILFOV, Anul 2000, Numar, 40184
Regiunea BUCURESTI - ILFOV, Anul 2001, Numar, 44065
Regiunea BUCURESTI - ILFOV, Anul 2002, Numar, 43432
Regiunea BUCURESTI - ILFOV, Anul 2003, Numar, 31814
Regiunea BUCURESTI - ILFOV, Anul 2004, Numar, 21050
Regiunea BUCURESTI - ILFOV, Anul 2005, Numar, 20365
Regiunea BUCURESTI - ILFOV, Anul 2006, Numar, 31039
Regiunea BUCURESTI - ILFOV, Anul 2007, Numar, 31460
Regiunea BUCURESTI - ILFOV, Anul 2008, Numar, 32595
Regiunea BUCURESTI - ILFOV, Anul 2009, Numar, 29997
Regiunea BUCURESTI - ILFOV, Anul 2010, Numar, 29577
Regiunea BUCURESTI - ILFOV, Anul 2011, Numar, 26146
Regiunea BUCURESTI - ILFOV, Anul 2012, Numar, 42444
Regiunea BUCURESTI - ILFOV, Anul 2013, Numar, 44461
Regiunea BUCURESTI - ILFOV, Anul 2014, Numar, 70127
Regiunea BUCURESTI - ILFOV, Anul 2015, Numar, 54228
Regiunea BUCURESTI - ILFOV, Anul 2016, Numar, 52901
Mun. Bucuresti -incl. SAI, Anul 1990, Numar, 16908
Mun. Bucuresti -incl. SAI, Anul 1991, Numar, 18534
Mun. Bucuresti -incl. SAI, Anul 1992, Numar, 17158
Mun. Bucuresti -incl. SAI, Anul 1993, Numar, 26052
Mun. Bucuresti -incl. SAI, Anul 1994, Numar, 26342
Mun. Bucuresti -incl. SAI, Anul 1995, Numar, 32131
Mun. Bucuresti -incl. SAI, Anul 1996, Numar, 31091
Mun. Bucuresti -incl. SAI, Anul 1997, Numar, 39101
Mun. Bucuresti -incl. SAI, Anul 1998, Numar, 44508
Mun. Bucuresti -incl. SAI, Anul 1999, Numar, 41643
Mun. Bucuresti -incl. SAI, Anul 2000, Numar, 40184
Mun. Bucuresti -incl. SAI, Anul 2001, Numar, 44065
Mun. Bucuresti -incl. SAI, Anul 2002, Numar, 43432
Mun. Bucuresti -incl. SAI, Anul 2003, Numar, 31814
Mun. Bucuresti -incl. SAI, Anul 2004, Numar, 21050
Mun. Bucuresti -incl. SAI, Anul 2005, Numar, 20365
Mun. Bucuresti -incl. SAI, Anul 2006, Numar, 31039
Mun. Bucuresti -incl. SAI, Anul 2007, Numar, 31460
Mun. Bucuresti -incl. SAI, Anul 2008, Numar, 32595
Mun. Bucuresti -incl. SAI, Anul 2009, Numar, 29997
Mun. Bucuresti -incl. SAI, Anul 2010, Numar, 29577
Mun. Bucuresti -incl. SAI, Anul 2011, Numar, 26146
Mun. Bucuresti -incl. SAI, Anul 2012, Numar, 42444
Mun. Bucuresti -incl. SAI, Anul 2013, Numar, 44461
Mun. Bucuresti -incl. SAI, Anul 2014, Numar, 70127
Mun. Bucuresti -incl. SAI, Anul 2015, Numar, 54228
Mun. Bucuresti -incl. SAI, Anul 2016, Numar, 52901
MACROREGIUNEA PATRU, Anul 1990, Numar, 20200
MACROREGIUNEA PATRU, Anul 1991, Numar, 31267
MACROREGIUNEA PATRU, Anul 1992, Numar, 33631
MACROREGIUNEA PATRU, Anul 1993, Numar, 46423
MACROREGIUNEA PATRU, Anul 1994, Numar, 52882
MACROREGIUNEA PATRU, Anul 1995, Numar, 68061
MACROREGIUNEA PATRU, Anul 1996, Numar, 76650
MACROREGIUNEA PATRU, Anul 1997, Numar, 80585
MACROREGIUNEA PATRU, Anul 1998, Numar, 88009
MACROREGIUNEA PATRU, Anul 1999, Numar, 80252
MACROREGIUNEA PATRU, Anul 2000, Numar, 76567
MACROREGIUNEA PATRU, Anul 2001, Numar, 70522
MACROREGIUNEA PATRU, Anul 2002, Numar, 65665
MACROREGIUNEA PATRU, Anul 2003, Numar, 59352
MACROREGIUNEA PATRU, Anul 2004, Numar, 47803
MACROREGIUNEA PATRU, Anul 2005, Numar, 40545
MACROREGIUNEA PATRU, Anul 2006, Numar, 46073
MACROREGIUNEA PATRU, Anul 2007, Numar, 62050
MACROREGIUNEA PATRU, Anul 2008, Numar, 67876
MACROREGIUNEA PATRU, Anul 2009, Numar, 72028
MACROREGIUNEA PATRU, Anul 2010, Numar, 65577
MACROREGIUNEA PATRU, Anul 2011, Numar, 53092
MACROREGIUNEA PATRU, Anul 2012, Numar, 61017
MACROREGIUNEA PATRU, Anul 2013, Numar, 60726
MACROREGIUNEA PATRU, Anul 2014, Numar, 68116
MACROREGIUNEA PATRU, Anul 2015, Numar, 62575
MACROREGIUNEA PATRU, Anul 2016, Numar, 61062
Regiunea SUD-VEST OLTENIA, Anul 1990, Numar, 10929
Regiunea SUD-VEST OLTENIA, Anul 1991, Numar, 14941
Regiunea SUD-VEST OLTENIA, Anul 1992, Numar, 15544
Regiunea SUD-VEST OLTENIA, Anul 1993, Numar, 23857
Regiunea SUD-VEST OLTENIA, Anul 1994, Numar, 26498
Regiunea SUD-VEST OLTENIA, Anul 1995, Numar, 36050
Regiunea SUD-VEST OLTENIA, Anul 1996, Numar, 35189
Regiunea SUD-VEST OLTENIA, Anul 1997, Numar, 38730
Regiunea SUD-VEST OLTENIA, Anul 1998, Numar, 45412
Regiunea SUD-VEST OLTENIA, Anul 1999, Numar, 45091
Regiunea SUD-VEST OLTENIA, Anul 2000, Numar, 42589
Regiunea SUD-VEST OLTENIA, Anul 2001, Numar, 38308
Regiunea SUD-VEST OLTENIA, Anul 2002, Numar, 34228
Regiunea SUD-VEST OLTENIA, Anul 2003, Numar, 32316
Regiunea SUD-VEST OLTENIA, Anul 2004, Numar, 26102
Regiunea SUD-VEST OLTENIA, Anul 2005, Numar, 21055
Regiunea SUD-VEST OLTENIA, Anul 2006, Numar, 24356
Regiunea SUD-VEST OLTENIA, Anul 2007, Numar, 33991
Regiunea SUD-VEST OLTENIA, Anul 2008, Numar, 36973
Regiunea SUD-VEST OLTENIA, Anul 2009, Numar, 39406
Regiunea SUD-VEST OLTENIA, Anul 2010, Numar, 35974
Regiunea SUD-VEST OLTENIA, Anul 2011, Numar, 27490
Regiunea SUD-VEST OLTENIA, Anul 2012, Numar, 32082
Regiunea SUD-VEST OLTENIA, Anul 2013, Numar, 32595
Regiunea SUD-VEST OLTENIA, Anul 2014, Numar, 32087
Regiunea SUD-VEST OLTENIA, Anul 2015, Numar, 29097
Regiunea SUD-VEST OLTENIA, Anul 2016, Numar, 30599
Dolj, Anul 1990, Numar, 4085
Dolj, Anul 1991, Numar, 4234
Dolj, Anul 1992, Numar, 4495
Dolj, Anul 1993, Numar, 6246
Dolj, Anul 1994, Numar, 7798
Dolj, Anul 1995, Numar, 13879
Dolj, Anul 1996, Numar, 10231
Dolj, Anul 1997, Numar, 11032
Dolj, Anul 1998, Numar, 14887
Dolj, Anul 1999, Numar, 15985
Dolj, Anul 2000, Numar, 14539
Dolj, Anul 2001, Numar, 12656
Dolj, Anul 2002, Numar, 12010
Dolj, Anul 2003, Numar, 11347
Dolj, Anul 2004, Numar, 8510
Dolj, Anul 2005, Numar, 6296
Dolj, Anul 2006, Numar, 7758
Dolj, Anul 2007, Numar, 10127
Dolj, Anul 2008, Numar, 10332
Dolj, Anul 2009, Numar, 10862
