Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Botosani, Anul 2014, Numar persoane, 630
Botosani, Anul 2015, Numar persoane, 1016
Botosani, Anul 2016, Numar persoane, 955
Iasi, Anul 1990, Numar persoane, 1163
Iasi, Anul 1991, Numar persoane, 1892
Iasi, Anul 1992, Numar persoane, 2161
Iasi, Anul 1993, Numar persoane, 2415
Iasi, Anul 1994, Numar persoane, 3251
Iasi, Anul 1995, Numar persoane, 3397
Iasi, Anul 1996, Numar persoane, 3515
Iasi, Anul 1997, Numar persoane, 3854
Iasi, Anul 1998, Numar persoane, 3989
Iasi, Anul 1999, Numar persoane, 2983
Iasi, Anul 2000, Numar persoane, 3295
Iasi, Anul 2001, Numar persoane, 3098
Iasi, Anul 2002, Numar persoane, 2501
Iasi, Anul 2003, Numar persoane, 2612
Iasi, Anul 2004, Numar persoane, 2996
Iasi, Anul 2005, Numar persoane, 2700
Iasi, Anul 2006, Numar persoane, 2120
Iasi, Anul 2007, Numar persoane, 1386
Iasi, Anul 2008, Numar persoane, 1166
Iasi, Anul 2009, Numar persoane, 1478
Iasi, Anul 2010, Numar persoane, 1705
Iasi, Anul 2011, Numar persoane, 1331
Iasi, Anul 2012, Numar persoane, 1449
Iasi, Anul 2013, Numar persoane, 1203
Iasi, Anul 2014, Numar persoane, 1042
Iasi, Anul 2015, Numar persoane, 1131
Iasi, Anul 2016, Numar persoane, 615
Neamt, Anul 1990, Numar persoane, 881
Neamt, Anul 1991, Numar persoane, 1580
Neamt, Anul 1992, Numar persoane, 1664
Neamt, Anul 1993, Numar persoane, 2149
Neamt, Anul 1994, Numar persoane, 2015
Neamt, Anul 1995, Numar persoane, 2089
Neamt, Anul 1996, Numar persoane, 2328
Neamt, Anul 1997, Numar persoane, 2247
Neamt, Anul 1998, Numar persoane, 2268
Neamt, Anul 1999, Numar persoane, 1934
Neamt, Anul 2000, Numar persoane, 1520
Neamt, Anul 2001, Numar persoane, 1728
Neamt, Anul 2002, Numar persoane, 2039
Neamt, Anul 2003, Numar persoane, 1895
Neamt, Anul 2004, Numar persoane, 1768
Neamt, Anul 2005, Numar persoane, 1886
Neamt, Anul 2006, Numar persoane, 1691
Neamt, Anul 2007, Numar persoane, 1580
Neamt, Anul 2008, Numar persoane, 1329
Neamt, Anul 2009, Numar persoane, 1088
Neamt, Anul 2010, Numar persoane, 1214
Neamt, Anul 2011, Numar persoane, 908
Neamt, Anul 2012, Numar persoane, 1236
Neamt, Anul 2013, Numar persoane, 1221
Neamt, Anul 2014, Numar persoane, 1058
Neamt, Anul 2015, Numar persoane, 977
Neamt, Anul 2016, Numar persoane, 786
Suceava, Anul 1990, Numar persoane, 1207
Suceava, Anul 1991, Numar persoane, 1902
Suceava, Anul 1992, Numar persoane, 1937
Suceava, Anul 1993, Numar persoane, 2542
Suceava, Anul 1994, Numar persoane, 2394
Suceava, Anul 1995, Numar persoane, 2563
Suceava, Anul 1996, Numar persoane, 3384
Suceava, Anul 1997, Numar persoane, 3986
Suceava, Anul 1998, Numar persoane, 4596
Suceava, Anul 1999, Numar persoane, 4269
Suceava, Anul 2000, Numar persoane, 3314
Suceava, Anul 2001, Numar persoane, 3063
Suceava, Anul 2002, Numar persoane, 3499
Suceava, Anul 2003, Numar persoane, 3364
Suceava, Anul 2004, Numar persoane, 2974
Suceava, Anul 2005, Numar persoane, 2540
Suceava, Anul 2006, Numar persoane, 2109
Suceava, Anul 2007, Numar persoane, 1715
Suceava, Anul 2008, Numar persoane, 1205
Suceava, Anul 2009, Numar persoane, 1055
Suceava, Anul 2010, Numar persoane, 1126
Suceava, Anul 2011, Numar persoane, 1642
Suceava, Anul 2012, Numar persoane, 1290
Suceava, Anul 2013, Numar persoane, 1273
Suceava, Anul 2014, Numar persoane, 1103
Suceava, Anul 2015, Numar persoane, 1207
Suceava, Anul 2016, Numar persoane, 1046
Vaslui, Anul 1990, Numar persoane, 719
Vaslui, Anul 1991, Numar persoane, 1622
Vaslui, Anul 1992, Numar persoane, 1551
Vaslui, Anul 1993, Numar persoane, 1986
Vaslui, Anul 1994, Numar persoane, 2358
Vaslui, Anul 1995, Numar persoane, 2470
Vaslui, Anul 1996, Numar persoane, 2797
Vaslui, Anul 1997, Numar persoane, 2440
Vaslui, Anul 1998, Numar persoane, 2623
Vaslui, Anul 1999, Numar persoane, 2226
Vaslui, Anul 2000, Numar persoane, 2501
Vaslui, Anul 2001, Numar persoane, 2651
Vaslui, Anul 2002, Numar persoane, 2541
Vaslui, Anul 2003, Numar persoane, 2149
Vaslui, Anul 2004, Numar persoane, 2047
Vaslui, Anul 2005, Numar persoane, 1941
Vaslui, Anul 2006, Numar persoane, 2174
Vaslui, Anul 2007, Numar persoane, 1851
Vaslui, Anul 2008, Numar persoane, 1201
Vaslui, Anul 2009, Numar persoane, 1049
Vaslui, Anul 2010, Numar persoane, 1276
Vaslui, Anul 2011, Numar persoane, 1151
Vaslui, Anul 2012, Numar persoane, 1388
Vaslui, Anul 2013, Numar persoane, 1366
Vaslui, Anul 2014, Numar persoane, 1183
Vaslui, Anul 2015, Numar persoane, 721
Vaslui, Anul 2016, Numar persoane, 678
Regiunea SUD-EST, Anul 1990, Numar persoane, 5716
Regiunea SUD-EST, Anul 1991, Numar persoane, 8859
Regiunea SUD-EST, Anul 1992, Numar persoane, 10188
Regiunea SUD-EST, Anul 1993, Numar persoane, 12163
Regiunea SUD-EST, Anul 1994, Numar persoane, 12670
Regiunea SUD-EST, Anul 1995, Numar persoane, 13468
Regiunea SUD-EST, Anul 1996, Numar persoane, 14218
Regiunea SUD-EST, Anul 1997, Numar persoane, 17816
Regiunea SUD-EST, Anul 1998, Numar persoane, 15823
Regiunea SUD-EST, Anul 1999, Numar persoane, 12911
Regiunea SUD-EST, Anul 2000, Numar persoane, 10745
Regiunea SUD-EST, Anul 2001, Numar persoane, 11792
Regiunea SUD-EST, Anul 2002, Numar persoane, 12135
Regiunea SUD-EST, Anul 2003, Numar persoane, 11505
Regiunea SUD-EST, Anul 2004, Numar persoane, 9759
Regiunea SUD-EST, Anul 2005, Numar persoane, 8986
Regiunea SUD-EST, Anul 2006, Numar persoane, 7735
Regiunea SUD-EST, Anul 2007, Numar persoane, 7750
Regiunea SUD-EST, Anul 2008, Numar persoane, 5647
Regiunea SUD-EST, Anul 2009, Numar persoane, 5717
Regiunea SUD-EST, Anul 2010, Numar persoane, 6186
Regiunea SUD-EST, Anul 2011, Numar persoane, 7644
Regiunea SUD-EST, Anul 2012, Numar persoane, 7765
Regiunea SUD-EST, Anul 2013, Numar persoane, 7293
Regiunea SUD-EST, Anul 2014, Numar persoane, 6318
Regiunea SUD-EST, Anul 2015, Numar persoane, 5666
Regiunea SUD-EST, Anul 2016, Numar persoane, 4265
Braila, Anul 1990, Numar persoane, 1092
Braila, Anul 1991, Numar persoane, 1241
Braila, Anul 1992, Numar persoane, 1202
Braila, Anul 1993, Numar persoane, 1941
Braila, Anul 1994, Numar persoane, 1868
Braila, Anul 1995, Numar persoane, 1871
Braila, Anul 1996, Numar persoane, 1906
Braila, Anul 1997, Numar persoane, 2136
Braila, Anul 1998, Numar persoane, 1752
Braila, Anul 1999, Numar persoane, 1259
Braila, Anul 2000, Numar persoane, 1287
Braila, Anul 2001, Numar persoane, 1624
Braila, Anul 2002, Numar persoane, 1439
Braila, Anul 2003, Numar persoane, 1544
Braila, Anul 2004, Numar persoane, 1305
Braila, Anul 2005, Numar persoane, 1348
Braila, Anul 2006, Numar persoane, 915
Braila, Anul 2007, Numar persoane, 1280
Braila, Anul 2008, Numar persoane, 842
Braila, Anul 2009, Numar persoane, 812
Braila, Anul 2010, Numar persoane, 872
Braila, Anul 2011, Numar persoane, 1272
Braila, Anul 2012, Numar persoane, 1269
Braila, Anul 2013, Numar persoane, 1049
Braila, Anul 2014, Numar persoane, 909
Braila, Anul 2015, Numar persoane, 711
Braila, Anul 2016, Numar persoane, 503
Buzau, Anul 1990, Numar persoane, 548
Buzau, Anul 1991, Numar persoane, 1141
Buzau, Anul 1992, Numar persoane, 1379
Buzau, Anul 1993, Numar persoane, 1833
Buzau, Anul 1994, Numar persoane, 1274
Buzau, Anul 1995, Numar persoane, 1593
Buzau, Anul 1996, Numar persoane, 1996
Buzau, Anul 1997, Numar persoane, 2340
Buzau, Anul 1998, Numar persoane, 2110
Buzau, Anul 1999, Numar persoane, 2029
Buzau, Anul 2000, Numar persoane, 1482
Buzau, Anul 2001, Numar persoane, 2018
Buzau, Anul 2002, Numar persoane, 2408
Buzau, Anul 2003, Numar persoane, 1930
Buzau, Anul 2004, Numar persoane, 1734
Buzau, Anul 2005, Numar persoane, 1412
Buzau, Anul 2006, Numar persoane, 1133
Buzau, Anul 2007, Numar persoane, 903
Buzau, Anul 2008, Numar persoane, 711
Buzau, Anul 2009, Numar persoane, 720
Buzau, Anul 2010, Numar persoane, 567
Buzau, Anul 2011, Numar persoane, 592
Buzau, Anul 2012, Numar persoane, 740
Buzau, Anul 2013, Numar persoane, 852
Buzau, Anul 2014, Numar persoane, 738
Buzau, Anul 2015, Numar persoane, 789
Buzau, Anul 2016, Numar persoane, 725
Constanta, Anul 1990, Numar persoane, 1735
Constanta, Anul 1991, Numar persoane, 2347
Constanta, Anul 1992, Numar persoane, 2482
Constanta, Anul 1993, Numar persoane, 2703
Constanta, Anul 1994, Numar persoane, 2958
Constanta, Anul 1995, Numar persoane, 2915
Constanta, Anul 1996, Numar persoane, 3062
Constanta, Anul 1997, Numar persoane, 4957
Constanta, Anul 1998, Numar persoane, 4362
Constanta, Anul 1999, Numar persoane, 3153
Constanta, Anul 2000, Numar persoane, 2304
Constanta, Anul 2001, Numar persoane, 2319
Constanta, Anul 2002, Numar persoane, 2775
Constanta, Anul 2003, Numar persoane, 2200
Constanta, Anul 2004, Numar persoane, 1596
Constanta, Anul 2005, Numar persoane, 1754
Constanta, Anul 2006, Numar persoane, 1484
Constanta, Anul 2007, Numar persoane, 1419
Constanta, Anul 2008, Numar persoane, 1118
Constanta, Anul 2009, Numar persoane, 1139
Constanta, Anul 2010, Numar persoane, 1449
Constanta, Anul 2011, Numar persoane, 1825
Constanta, Anul 2012, Numar persoane, 1881
Constanta, Anul 2013, Numar persoane, 1672
Constanta, Anul 2014, Numar persoane, 1448
Constanta, Anul 2015, Numar persoane, 1511
Constanta, Anul 2016, Numar persoane, 807
Galati, Anul 1990, Numar persoane, 1113
Galati, Anul 1991, Numar persoane, 1878
Galati, Anul 1992, Numar persoane, 2309
Galati, Anul 1993, Numar persoane, 2492
Galati, Anul 1994, Numar persoane, 2787
Galati, Anul 1995, Numar persoane, 3298
Galati, Anul 1996, Numar persoane, 3570
Galati, Anul 1997, Numar persoane, 4030
Galati, Anul 1998, Numar persoane, 3388
Galati, Anul 1999, Numar persoane, 3630
Galati, Anul 2000, Numar persoane, 2953
Galati, Anul 2001, Numar persoane, 2441
Galati, Anul 2002, Numar persoane, 2110
Galati, Anul 2003, Numar persoane, 3070
Galati, Anul 2004, Numar persoane, 2616
Galati, Anul 2005, Numar persoane, 2119
Galati, Anul 2006, Numar persoane, 2018
Galati, Anul 2007, Numar persoane, 2247
Galati, Anul 2008, Numar persoane, 1544
Galati, Anul 2009, Numar persoane, 1466
Galati, Anul 2010, Numar persoane, 1738
Galati, Anul 2011, Numar persoane, 1887
Galati, Anul 2012, Numar persoane, 1797
Galati, Anul 2013, Numar persoane, 1589
Galati, Anul 2014, Numar persoane, 1377
Galati, Anul 2015, Numar persoane, 1227
Galati, Anul 2016, Numar persoane, 1111
Tulcea, Anul 1990, Numar persoane, 429
Tulcea, Anul 1991, Numar persoane, 724
Tulcea, Anul 1992, Numar persoane, 1014
Tulcea, Anul 1993, Numar persoane, 1248
Tulcea, Anul 1994, Numar persoane, 1229
Tulcea, Anul 1995, Numar persoane, 1166
Tulcea, Anul 1996, Numar persoane, 1313
Tulcea, Anul 1997, Numar persoane, 1465
Tulcea, Anul 1998, Numar persoane, 1585
Tulcea, Anul 1999, Numar persoane, 1055
Tulcea, Anul 2000, Numar persoane, 960
Tulcea, Anul 2001, Numar persoane, 1390
Tulcea, Anul 2002, Numar persoane, 1335
Tulcea, Anul 2003, Numar persoane, 970
Tulcea, Anul 2004, Numar persoane, 926
Tulcea, Anul 2005, Numar persoane, 820
Tulcea, Anul 2006, Numar persoane, 781
Tulcea, Anul 2007, Numar persoane, 585
Tulcea, Anul 2008, Numar persoane, 479
Tulcea, Anul 2009, Numar persoane, 540
Tulcea, Anul 2010, Numar persoane, 590
Tulcea, Anul 2011, Numar persoane, 751
Tulcea, Anul 2012, Numar persoane, 752
Tulcea, Anul 2013, Numar persoane, 833
Tulcea, Anul 2014, Numar persoane, 722
Tulcea, Anul 2015, Numar persoane, 619
Tulcea, Anul 2016, Numar persoane, 627
Vrancea, Anul 1990, Numar persoane, 799
Vrancea, Anul 1991, Numar persoane, 1528
Vrancea, Anul 1992, Numar persoane, 1802
Vrancea, Anul 1993, Numar persoane, 1946
Vrancea, Anul 1994, Numar persoane, 2554
Vrancea, Anul 1995, Numar persoane, 2625
Vrancea, Anul 1996, Numar persoane, 2371
Vrancea, Anul 1997, Numar persoane, 2888
Vrancea, Anul 1998, Numar persoane, 2626
Vrancea, Anul 1999, Numar persoane, 1785
Vrancea, Anul 2000, Numar persoane, 1759
Vrancea, Anul 2001, Numar persoane, 2000
Vrancea, Anul 2002, Numar persoane, 2068
Vrancea, Anul 2003, Numar persoane, 1791
Vrancea, Anul 2004, Numar persoane, 1582
Vrancea, Anul 2005, Numar persoane, 1533
Vrancea, Anul 2006, Numar persoane, 1404
Vrancea, Anul 2007, Numar persoane, 1316
Vrancea, Anul 2008, Numar persoane, 953
Vrancea, Anul 2009, Numar persoane, 1040
Vrancea, Anul 2010, Numar persoane, 970
Vrancea, Anul 2011, Numar persoane, 1317
Vrancea, Anul 2012, Numar persoane, 1326
Vrancea, Anul 2013, Numar persoane, 1298
Vrancea, Anul 2014, Numar persoane, 1124
Vrancea, Anul 2015, Numar persoane, 809
Vrancea, Anul 2016, Numar persoane, 492
MACROREGIUNEA TREI, Anul 1990, Numar persoane, 9173
MACROREGIUNEA TREI, Anul 1991, Numar persoane, 14478
MACROREGIUNEA TREI, Anul 1992, Numar persoane, 17554
MACROREGIUNEA TREI, Anul 1993, Numar persoane, 16929
MACROREGIUNEA TREI, Anul 1994, Numar persoane, 19310
MACROREGIUNEA TREI, Anul 1995, Numar persoane, 20801
MACROREGIUNEA TREI, Anul 1996, Numar persoane, 20254
MACROREGIUNEA TREI, Anul 1997, Numar persoane, 21903
MACROREGIUNEA TREI, Anul 1998, Numar persoane, 20060
MACROREGIUNEA TREI, Anul 1999, Numar persoane, 17805
MACROREGIUNEA TREI, Anul 2000, Numar persoane, 15115
MACROREGIUNEA TREI, Anul 2001, Numar persoane, 18432
MACROREGIUNEA TREI, Anul 2002, Numar persoane, 18648
MACROREGIUNEA TREI, Anul 2003, Numar persoane, 16379
MACROREGIUNEA TREI, Anul 2004, Numar persoane, 14152
MACROREGIUNEA TREI, Anul 2005, Numar persoane, 13618
MACROREGIUNEA TREI, Anul 2006, Numar persoane, 11222
MACROREGIUNEA TREI, Anul 2007, Numar persoane, 8480
MACROREGIUNEA TREI, Anul 2008, Numar persoane, 7334
MACROREGIUNEA TREI, Anul 2009, Numar persoane, 6124
MACROREGIUNEA TREI, Anul 2010, Numar persoane, 8340
MACROREGIUNEA TREI, Anul 2011, Numar persoane, 10353
MACROREGIUNEA TREI, Anul 2012, Numar persoane, 10145
MACROREGIUNEA TREI, Anul 2013, Numar persoane, 10231
MACROREGIUNEA TREI, Anul 2014, Numar persoane, 8861
MACROREGIUNEA TREI, Anul 2015, Numar persoane, 10345
MACROREGIUNEA TREI, Anul 2016, Numar persoane, 8338
Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 6439
Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 10097
Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 11645
Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 11926
Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 13969
Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 15251
Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 15034
Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 15904
Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 14088
Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 11395
Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 9369
Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 11145
Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 11610
Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 10704
Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 8925
Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 8291
Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 7075
Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 5209
Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 4471
Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 3458
Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 4894
Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 6340
Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 6146
Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 6117
Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 5299
Regiunea SUD-MUNTENIA, Anul 2015, Numar persoane, 5711
Regiunea SUD-MUNTENIA, Anul 2016, Numar persoane, 4906
Arges, Anul 1990, Numar persoane, 1130
Arges, Anul 1991, Numar persoane, 2209
Arges, Anul 1992, Numar persoane, 2491
Arges, Anul 1993, Numar persoane, 2072
Arges, Anul 1994, Numar persoane, 1855
Arges, Anul 1995, Numar persoane, 2184
Arges, Anul 1996, Numar persoane, 2242
Arges, Anul 1997, Numar persoane, 2517
Arges, Anul 1998, Numar persoane, 2399
Arges, Anul 1999, Numar persoane, 1596
Arges, Anul 2000, Numar persoane, 1339
Arges, Anul 2001, Numar persoane, 1332
Arges, Anul 2002, Numar persoane, 1544
Arges, Anul 2003, Numar persoane, 1397
Arges, Anul 2004, Numar persoane, 1222
Arges, Anul 2005, Numar persoane, 1181
Arges, Anul 2006, Numar persoane, 1064
Arges, Anul 2007, Numar persoane, 743
Arges, Anul 2008, Numar persoane, 748
Arges, Anul 2009, Numar persoane, 593
Arges, Anul 2010, Numar persoane, 973
Arges, Anul 2011, Numar persoane, 1280
Arges, Anul 2012, Numar persoane, 948
Arges, Anul 2013, Numar persoane, 905
Arges, Anul 2014, Numar persoane, 784
Arges, Anul 2015, Numar persoane, 848
Arges, Anul 2016, Numar persoane, 736
Calarasi, Anul 1990, Numar persoane, 818
Calarasi, Anul 1991, Numar persoane, 1244
Calarasi, Anul 1992, Numar persoane, 1516
Calarasi, Anul 1993, Numar persoane, 1544
Calarasi, Anul 1994, Numar persoane, 1991
Calarasi, Anul 1995, Numar persoane, 2449
Calarasi, Anul 1996, Numar persoane, 2109
Calarasi, Anul 1997, Numar persoane, 1990
Calarasi, Anul 1998, Numar persoane, 1166
Calarasi, Anul 1999, Numar persoane, 995
Calarasi, Anul 2000, Numar persoane, 817
Calarasi, Anul 2001, Numar persoane, 884
Calarasi, Anul 2002, Numar persoane, 1201
Calarasi, Anul 2003, Numar persoane, 1671
Calarasi, Anul 2004, Numar persoane, 1438
Calarasi, Anul 2005, Numar persoane, 1301
Calarasi, Anul 2006, Numar persoane, 998
Calarasi, Anul 2007, Numar persoane, 756
Calarasi, Anul 2008, Numar persoane, 582
Calarasi, Anul 2009, Numar persoane, 531
Calarasi, Anul 2010, Numar persoane, 675
Calarasi, Anul 2011, Numar persoane, 964
Calarasi, Anul 2012, Numar persoane, 665
Calarasi, Anul 2013, Numar persoane, 706
Calarasi, Anul 2014, Numar persoane, 612
Calarasi, Anul 2015, Numar persoane, 747
Calarasi, Anul 2016, Numar persoane, 664
Dambovita, Anul 1990, Numar persoane, 782
Dambovita, Anul 1991, Numar persoane, 1313
Dambovita, Anul 1992, Numar persoane, 1434
Dambovita, Anul 1993, Numar persoane, 1803
Dambovita, Anul 1994, Numar persoane, 2344
Dambovita, Anul 1995, Numar persoane, 2533
Dambovita, Anul 1996, Numar persoane, 2357
Dambovita, Anul 1997, Numar persoane, 3185
Dambovita, Anul 1998, Numar persoane, 2945
Dambovita, Anul 1999, Numar persoane, 2416
Dambovita, Anul 2000, Numar persoane, 1752
Dambovita, Anul 2001, Numar persoane, 2040
Dambovita, Anul 2002, Numar persoane, 2482
Dambovita, Anul 2003, Numar persoane, 2050
Dambovita, Anul 2004, Numar persoane, 1887
Dambovita, Anul 2005, Numar persoane, 1685
Dambovita, Anul 2006, Numar persoane, 1341
Dambovita, Anul 2007, Numar persoane, 940
Dambovita, Anul 2008, Numar persoane, 774
Dambovita, Anul 2009, Numar persoane, 521
Dambovita, Anul 2010, Numar persoane, 724
Dambovita, Anul 2011, Numar persoane, 924
Dambovita, Anul 2012, Numar persoane, 1222
Dambovita, Anul 2013, Numar persoane, 1182
Dambovita, Anul 2014, Numar persoane, 1024
Dambovita, Anul 2015, Numar persoane, 786
Dambovita, Anul 2016, Numar persoane, 809
Giurgiu, Anul 1990, Numar persoane, 431
Giurgiu, Anul 1991, Numar persoane, 464
Giurgiu, Anul 1992, Numar persoane, 393
Giurgiu, Anul 1993, Numar persoane, 393
Giurgiu, Anul 1994, Numar persoane, 682
Giurgiu, Anul 1995, Numar persoane, 584
Giurgiu, Anul 1996, Numar persoane, 627
Giurgiu, Anul 1997, Numar persoane, 612
Giurgiu, Anul 1998, Numar persoane, 493
Giurgiu, Anul 1999, Numar persoane, 339
Giurgiu, Anul 2000, Numar persoane, 564
Giurgiu, Anul 2001, Numar persoane, 529
Giurgiu, Anul 2002, Numar persoane, 594
Giurgiu, Anul 2003, Numar persoane, 713
Giurgiu, Anul 2004, Numar persoane, 447
Giurgiu, Anul 2005, Numar persoane, 394
Giurgiu, Anul 2006, Numar persoane, 403
Giurgiu, Anul 2007, Numar persoane, 233
Giurgiu, Anul 2008, Numar persoane, 218
Giurgiu, Anul 2009, Numar persoane, 207
Giurgiu, Anul 2010, Numar persoane, 370
Giurgiu, Anul 2011, Numar persoane, 449
Giurgiu, Anul 2012, Numar persoane, 198
Giurgiu, Anul 2013, Numar persoane, 240
Giurgiu, Anul 2014, Numar persoane, 208
Giurgiu, Anul 2015, Numar persoane, 527
Giurgiu, Anul 2016, Numar persoane, 630
Ialomita, Anul 1990, Numar persoane, 652
Ialomita, Anul 1991, Numar persoane, 1196
Ialomita, Anul 1992, Numar persoane, 1299
Ialomita, Anul 1993, Numar persoane, 1528
Ialomita, Anul 1994, Numar persoane, 1791
Ialomita, Anul 1995, Numar persoane, 2049
Ialomita, Anul 1996, Numar persoane, 1969
Ialomita, Anul 1997, Numar persoane, 2065
Ialomita, Anul 1998, Numar persoane, 1880
Ialomita, Anul 1999, Numar persoane, 1475
Ialomita, Anul 2000, Numar persoane, 1166
Ialomita, Anul 2001, Numar persoane, 1556
Ialomita, Anul 2002, Numar persoane, 1394
Ialomita, Anul 2003, Numar persoane, 995
Ialomita, Anul 2004, Numar persoane, 955
Ialomita, Anul 2005, Numar persoane, 940
Ialomita, Anul 2006, Numar persoane, 978
Ialomita, Anul 2007, Numar persoane, 706
Ialomita, Anul 2008, Numar persoane, 568
Ialomita, Anul 2009, Numar persoane, 399
Ialomita, Anul 2010, Numar persoane, 533
Ialomita, Anul 2011, Numar persoane, 600
Ialomita, Anul 2012, Numar persoane, 644
Ialomita, Anul 2013, Numar persoane, 528
Ialomita, Anul 2014, Numar persoane, 457
Ialomita, Anul 2015, Numar persoane, 685
Ialomita, Anul 2016, Numar persoane, 579
Prahova, Anul 1990, Numar persoane, 1964
Prahova, Anul 1991, Numar persoane, 2719
Prahova, Anul 1992, Numar persoane, 3258
Prahova, Anul 1993, Numar persoane, 3051
Prahova, Anul 1994, Numar persoane, 3496
Prahova, Anul 1995, Numar persoane, 3753
Prahova, Anul 1996, Numar persoane, 3809
Prahova, Anul 1997, Numar persoane, 3556
Prahova, Anul 1998, Numar persoane, 3448
Prahova, Anul 1999, Numar persoane, 3007
Prahova, Anul 2000, Numar persoane, 2439
Prahova, Anul 2001, Numar persoane, 3181
Prahova, Anul 2002, Numar persoane, 2990
Prahova, Anul 2003, Numar persoane, 2586
Prahova, Anul 2004, Numar persoane, 1891
Prahova, Anul 2005, Numar persoane, 1731
Prahova, Anul 2006, Numar persoane, 1406
Prahova, Anul 2007, Numar persoane, 1246
Prahova, Anul 2008, Numar persoane, 1116
Prahova, Anul 2009, Numar persoane, 790
Prahova, Anul 2010, Numar persoane, 992
Prahova, Anul 2011, Numar persoane, 1484
Prahova, Anul 2012, Numar persoane, 1590
Prahova, Anul 2013, Numar persoane, 1839
Prahova, Anul 2014, Numar persoane, 1593
Prahova, Anul 2015, Numar persoane, 1271
Prahova, Anul 2016, Numar persoane, 734
Teleorman, Anul 1990, Numar persoane, 662
Teleorman, Anul 1991, Numar persoane, 952
Teleorman, Anul 1992, Numar persoane, 1254
Teleorman, Anul 1993, Numar persoane, 1535
Teleorman, Anul 1994, Numar persoane, 1810
Teleorman, Anul 1995, Numar persoane, 1699
Teleorman, Anul 1996, Numar persoane, 1921
Teleorman, Anul 1997, Numar persoane, 1979
Teleorman, Anul 1998, Numar persoane, 1757
Teleorman, Anul 1999, Numar persoane, 1567
Teleorman, Anul 2000, Numar persoane, 1292
Teleorman, Anul 2001, Numar persoane, 1623
Teleorman, Anul 2002, Numar persoane, 1405
Teleorman, Anul 2003, Numar persoane, 1292
Teleorman, Anul 2004, Numar persoane, 1085
Teleorman, Anul 2005, Numar persoane, 1059
Teleorman, Anul 2006, Numar persoane, 885
Teleorman, Anul 2007, Numar persoane, 585
Teleorman, Anul 2008, Numar persoane, 465
Teleorman, Anul 2009, Numar persoane, 417
Teleorman, Anul 2010, Numar persoane, 627
Teleorman, Anul 2011, Numar persoane, 639
Teleorman, Anul 2012, Numar persoane, 879
Teleorman, Anul 2013, Numar persoane, 717
Teleorman, Anul 2014, Numar persoane, 621
Teleorman, Anul 2015, Numar persoane, 847
Teleorman, Anul 2016, Numar persoane, 754
Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 2734
Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 4381
Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 5909
Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 5003
Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 5341
Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 5550
Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 5220
Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 5999
Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 5972
Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 6410
Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 5746
Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 7287
Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 7038
Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 5675
Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 5227
Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 5327
Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 4147
Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 3271
