Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Hunedoara, Anul 2010, Numar persoane, 337218
Hunedoara, Anul 2011, Numar persoane, 337313
Hunedoara, Anul 2012, Numar persoane, 335068
Hunedoara, Anul 2013, Numar persoane, 323741
Hunedoara, Anul 2014, Numar persoane, 318562
Hunedoara, Anul 2015, Numar persoane, 325441
Hunedoara, Anul 2016, Numar persoane, 327358
Hunedoara, Anul 2017, Numar persoane, 335722
Timis, Anul 2008, Numar persoane, 451980
Timis, Anul 2009, Numar persoane, 464792
Timis, Anul 2010, Numar persoane, 467062
Timis, Anul 2011, Numar persoane, 490618
Timis, Anul 2012, Numar persoane, 486951
Timis, Anul 2013, Numar persoane, 488971
Timis, Anul 2014, Numar persoane, 496672
Timis, Anul 2015, Numar persoane, 495782
Timis, Anul 2016, Numar persoane, 518488
Timis, Anul 2017, Numar persoane, 571156
